"","LSOA21CD","IMD_2025_decile","IMD_2025_score"
"1","E01000001",8,8.742
"2","E01000002",10,4.722
"3","E01000003",8,9.25
"4","E01000005",5,19.884
"5","E01000006",4,25.307
"6","E01000007",2,37.217
"7","E01000008",2,40.726
"8","E01000009",2,39.153
"9","E01000011",2,36.767
"10","E01000012",2,37.53
"11","E01000013",3,31.914
"12","E01000014",3,28.117
"13","E01000015",3,30.328
"14","E01000016",4,26.475
"15","E01000017",3,31.808
"16","E01000018",3,29.964
"17","E01000019",3,30.661
"18","E01000020",3,30.021
"19","E01000021",2,37.877
"20","E01000022",3,30.488
"21","E01000024",3,29.683
"22","E01000025",3,29.84
"23","E01000027",3,33.245
"24","E01000028",2,35.4
"25","E01000029",5,19.077
"26","E01000030",2,34.554
"27","E01000031",5,21.003
"28","E01000032",3,26.712
"29","E01000033",2,33.537
"30","E01000034",3,28.583
"31","E01000035",3,29.504
"32","E01000036",4,25.385
"33","E01000037",5,17.76
"34","E01000038",5,17.612
"35","E01000039",6,17.12
"36","E01000040",2,37.802
"37","E01000041",4,26.175
"38","E01000042",2,39.355
"39","E01000043",3,27.454
"40","E01000044",3,31.558
"41","E01000045",2,34.446
"42","E01000046",3,27.678
"43","E01000049",2,36.991
"44","E01000050",3,30.806
"45","E01000051",3,31.542
"46","E01000052",2,34.895
"47","E01000053",3,33.471
"48","E01000054",3,28.481
"49","E01000055",3,28.667
"50","E01000056",2,39.902
"51","E01000057",3,28.873
"52","E01000058",3,29.526
"53","E01000059",3,27.068
"54","E01000060",3,32.786
"55","E01000061",1,55.406
"56","E01000062",4,26.18
"57","E01000063",4,25.377
"58","E01000064",3,31.351
"59","E01000065",2,35.962
"60","E01000066",5,21.257
"61","E01000067",4,24.431
"62","E01000068",4,23.118
"63","E01000069",6,15.416
"64","E01000070",4,22.241
"65","E01000071",4,21.718
"66","E01000072",2,36.794
"67","E01000073",3,30.53
"68","E01000074",3,29.284
"69","E01000075",4,26.014
"70","E01000076",3,29.935
"71","E01000077",2,33.764
"72","E01000078",3,32.5
"73","E01000079",3,27.809
"74","E01000080",3,27.365
"75","E01000081",4,24.864
"76","E01000082",3,29.663
"77","E01000083",3,33.329
"78","E01000084",2,33.774
"79","E01000085",2,36.282
"80","E01000086",3,33.161
"81","E01000087",3,32.659
"82","E01000088",3,27.226
"83","E01000089",3,30.349
"84","E01000090",3,28.866
"85","E01000091",2,39.772
"86","E01000093",2,42.301
"87","E01000094",4,23.658
"88","E01000095",3,33.176
"89","E01000096",2,33.845
"90","E01000097",3,31.971
"91","E01000098",2,36.217
"92","E01000099",4,23.773
"93","E01000100",3,26.926
"94","E01000101",2,33.901
"95","E01000102",3,33.452
"96","E01000103",4,26.062
"97","E01000104",2,34.071
"98","E01000105",2,40.539
"99","E01000106",2,44.075
"100","E01000107",4,22.908
"101","E01000108",3,27.991
"102","E01000110",5,18.236
"103","E01000111",3,27.63
"104","E01000112",4,25.208
"105","E01000113",3,29
"106","E01000114",3,27.162
"107","E01000115",10,5.318
"108","E01000116",8,9.499
"109","E01000117",8,9.751
"110","E01000118",7,11.25
"111","E01000119",9,8.049
"112","E01000120",9,5.985
"113","E01000121",3,30.044
"114","E01000122",8,8.957
"115","E01000123",6,15.388
"116","E01000124",4,23.855
"117","E01000126",2,35.216
"118","E01000127",3,30.453
"119","E01000128",3,28.639
"120","E01000129",2,43.653
"121","E01000130",3,27.891
"122","E01000131",4,23.659
"123","E01000132",3,30.633
"124","E01000133",3,30.983
"125","E01000134",3,26.681
"126","E01000135",7,11.517
"127","E01000136",8,9.546
"128","E01000137",3,30.731
"129","E01000138",3,30.386
"130","E01000139",6,17.015
"131","E01000140",6,16.978
"132","E01000141",2,41.647
"133","E01000142",3,27.24
"134","E01000143",3,32.352
"135","E01000144",4,24.599
"136","E01000145",4,23.062
"137","E01000146",4,26.44
"138","E01000147",5,20.409
"139","E01000150",4,25.077
"140","E01000151",1,50.246
"141","E01000152",5,19.977
"142","E01000153",2,34.894
"143","E01000154",3,30.426
"144","E01000156",7,11.691
"145","E01000157",5,17.521
"146","E01000158",5,18.054
"147","E01000159",6,14.601
"148","E01000160",6,17.019
"149","E01000161",4,23.583
"150","E01000162",5,19.605
"151","E01000163",3,33.304
"152","E01000164",2,34.691
"153","E01000165",6,16.834
"154","E01000166",5,18.166
"155","E01000167",3,28.935
"156","E01000168",9,5.752
"157","E01000169",7,14.013
"158","E01000170",5,21.318
"159","E01000171",2,33.766
"160","E01000172",8,8.821
"161","E01000173",7,11.98
"162","E01000174",4,24.64
"163","E01000175",9,7.4
"164","E01000176",3,30.19
"165","E01000177",7,12.47
"166","E01000178",7,12.961
"167","E01000179",7,12.083
"168","E01000180",5,21.066
"169","E01000181",8,10.629
"170","E01000182",8,10.274
"171","E01000183",8,10.223
"172","E01000184",3,32.657
"173","E01000185",3,30.958
"174","E01000186",9,8.324
"175","E01000187",5,21.414
"176","E01000188",6,14.579
"177","E01000189",4,25.492
"178","E01000190",7,12.655
"179","E01000191",6,14.84
"180","E01000192",4,25.219
"181","E01000193",3,27.234
"182","E01000194",2,34.324
"183","E01000195",2,36.298
"184","E01000196",4,21.54
"185","E01000197",5,17.502
"186","E01000198",6,17.001
"187","E01000199",8,10.292
"188","E01000200",7,13.711
"189","E01000201",10,5.308
"190","E01000202",7,11.139
"191","E01000203",4,25.902
"192","E01000204",7,12.658
"193","E01000205",8,9.471
"194","E01000206",9,7.996
"195","E01000207",7,11.331
"196","E01000208",8,9.982
"197","E01000209",8,8.977
"198","E01000210",7,12.425
"199","E01000211",4,26.085
"200","E01000212",6,14.806
"201","E01000213",8,8.472
"202","E01000214",8,10.932
"203","E01000215",3,26.849
"204","E01000216",5,20.171
"205","E01000217",5,21.179
"206","E01000218",3,26.607
"207","E01000219",3,31.669
"208","E01000220",3,28.945
"209","E01000221",2,41.818
"210","E01000222",3,27.589
"211","E01000223",2,36.995
"212","E01000224",3,28.876
"213","E01000225",5,18.482
"214","E01000226",2,34.528
"215","E01000227",7,11.235
"216","E01000228",6,16.53
"217","E01000229",3,29.326
"218","E01000230",5,17.975
"219","E01000231",4,23.261
"220","E01000232",5,18.122
"221","E01000233",7,11.455
"222","E01000234",6,14.545
"223","E01000235",4,23.981
"224","E01000236",4,24.742
"225","E01000237",4,21.816
"226","E01000238",5,21.394
"227","E01000239",4,25.959
"228","E01000240",4,26.033
"229","E01000241",6,16.214
"230","E01000242",6,15.157
"231","E01000243",4,24.985
"232","E01000244",4,24.948
"233","E01000245",3,32.199
"234","E01000246",8,8.447
"235","E01000247",7,13.31
"236","E01000248",7,11.576
"237","E01000249",10,4.799
"238","E01000250",6,15.016
"239","E01000251",4,24.959
"240","E01000252",6,16.037
"241","E01000253",9,5.591
"242","E01000254",9,6.82
"243","E01000255",4,21.778
"244","E01000256",6,14.515
"245","E01000257",4,22.202
"246","E01000258",7,11.777
"247","E01000259",6,17.099
"248","E01000260",4,23.396
"249","E01000261",9,7.447
"250","E01000263",10,3.366
"251","E01000264",4,23.398
"252","E01000265",5,20.976
"253","E01000266",10,3.14
"254","E01000267",7,11.287
"255","E01000268",3,26.687
"256","E01000269",7,12.236
"257","E01000270",7,11.678
"258","E01000271",9,7.262
"259","E01000272",10,3.726
"260","E01000273",5,18.991
"261","E01000274",5,18.765
"262","E01000275",9,8.362
"263","E01000276",10,1.153
"264","E01000277",5,17.792
"265","E01000278",10,2.534
"266","E01000279",10,4.642
"267","E01000280",10,2.653
"268","E01000281",7,11.972
"269","E01000282",8,8.951
"270","E01000283",10,1.423
"271","E01000284",5,18.393
"272","E01000285",6,14.473
"273","E01000286",4,23.266
"274","E01000287",4,23.438
"275","E01000288",7,13.252
"276","E01000289",2,35.166
"277","E01000290",5,18.992
"278","E01000291",5,20.234
"279","E01000292",8,10.354
"280","E01000293",8,9.273
"281","E01000294",6,15.454
"282","E01000295",7,11.865
"283","E01000296",5,17.949
"284","E01000297",6,15.523
"285","E01000298",5,17.609
"286","E01000299",4,22.416
"287","E01000300",7,11.794
"288","E01000301",9,6.454
"289","E01000302",4,22.614
"290","E01000303",10,4.934
"291","E01000304",7,13.215
"292","E01000305",3,29.642
"293","E01000306",4,22.525
"294","E01000307",3,31.034
"295","E01000308",4,21.95
"296","E01000309",5,19.888
"297","E01000310",3,30.848
"298","E01000311",5,19.226
"299","E01000312",3,29.317
"300","E01000313",3,33.049
"301","E01000314",5,18.878
"302","E01000315",3,31.368
"303","E01000316",4,23.38
"304","E01000317",7,14.008
"305","E01000318",7,12.227
"306","E01000319",9,8.186
"307","E01000320",7,11.453
"308","E01000321",6,16.59
"309","E01000322",5,17.567
"310","E01000323",4,24.372
"311","E01000324",7,12.864
"312","E01000325",10,4.119
"313","E01000326",7,11.491
"314","E01000327",9,6.65
"315","E01000328",8,8.492
"316","E01000329",6,14.377
"317","E01000330",6,15.738
"318","E01000331",4,24.103
"319","E01000332",7,12.671
"320","E01000333",3,28.335
"321","E01000334",7,12.737
"322","E01000335",4,22.231
"323","E01000336",3,31.808
"324","E01000337",4,22.677
"325","E01000338",5,18.953
"326","E01000339",7,13.437
"327","E01000340",9,8.347
"328","E01000341",9,7.647
"329","E01000342",9,8.147
"330","E01000343",8,8.495
"331","E01000344",9,7.174
"332","E01000345",10,4.956
"333","E01000346",9,6.744
"334","E01000347",8,10.102
"335","E01000348",10,2.276
"336","E01000349",10,3.991
"337","E01000350",10,4.79
"338","E01000351",9,5.895
"339","E01000352",6,15.118
"340","E01000353",10,3.306
"341","E01000354",6,15.769
"342","E01000355",10,4.182
"343","E01000356",9,6.811
"344","E01000357",10,2.281
"345","E01000358",9,5.514
"346","E01000359",10,4.121
"347","E01000360",5,21.137
"348","E01000361",9,7.463
"349","E01000362",6,14.279
"350","E01000363",9,6.826
"351","E01000364",9,7.234
"352","E01000365",7,12.229
"353","E01000366",8,9.81
"354","E01000367",3,27.095
"355","E01000368",3,30.135
"356","E01000369",8,9.538
"357","E01000370",8,10.264
"358","E01000371",8,8.451
"359","E01000372",3,28.034
"360","E01000373",4,26.247
"361","E01000374",2,34.385
"362","E01000375",6,15.552
"363","E01000376",7,13.092
"364","E01000377",7,11.791
"365","E01000379",5,18.955
"366","E01000380",4,22.096
"367","E01000381",4,24.241
"368","E01000382",10,4.252
"369","E01000383",6,15.559
"370","E01000384",7,13.172
"371","E01000385",3,27.299
"372","E01000386",2,41.222
"373","E01000387",9,8.158
"374","E01000388",9,5.676
"375","E01000389",8,9.52
"376","E01000390",9,7.987
"377","E01000391",7,11.797
"378","E01000392",4,23.11
"379","E01000393",9,8.047
"380","E01000394",9,7.964
"381","E01000395",10,3.839
"382","E01000396",10,4.614
"383","E01000398",5,18.028
"384","E01000399",9,8.068
"385","E01000400",7,12.671
"386","E01000401",4,25.329
"387","E01000402",4,23.487
"388","E01000403",2,35.545
"389","E01000404",2,34.502
"390","E01000405",4,26.102
"391","E01000406",5,19.67
"392","E01000407",7,11.893
"393","E01000408",3,29.174
"394","E01000409",10,4.812
"395","E01000410",9,6.515
"396","E01000411",8,8.465
"397","E01000412",8,9.348
"398","E01000413",8,11.047
"399","E01000414",6,16.981
"400","E01000415",10,3.29
"401","E01000416",4,23.922
"402","E01000417",5,19.574
"403","E01000418",6,16.282
"404","E01000419",9,6.089
"405","E01000420",8,10.068
"406","E01000421",10,4.268
"407","E01000422",3,29.415
"408","E01000423",10,2.9
"409","E01000424",9,7.306
"410","E01000425",10,2.803
"411","E01000426",8,9.242
"412","E01000427",7,12.023
"413","E01000428",4,23.766
"414","E01000429",2,41.711
"415","E01000430",5,18.794
"416","E01000431",2,40.591
"417","E01000433",2,42.512
"418","E01000434",2,36.879
"419","E01000435",3,28.002
"420","E01000436",10,3.472
"421","E01000437",8,10.517
"422","E01000438",6,16.268
"423","E01000439",3,27.638
"424","E01000440",10,4.898
"425","E01000441",2,34.18
"426","E01000442",8,9.33
"427","E01000443",6,15.268
"428","E01000444",10,3.315
"429","E01000445",10,4.906
"430","E01000446",10,4.602
"431","E01000447",7,11.218
"432","E01000448",10,2.174
"433","E01000449",10,3.006
"434","E01000450",6,16.288
"435","E01000451",9,6.307
"436","E01000452",10,4.928
"437","E01000453",9,6.069
"438","E01000454",6,17.298
"439","E01000455",9,5.963
"440","E01000456",10,4.167
"441","E01000457",7,13.676
"442","E01000458",10,4.146
"443","E01000459",6,14.337
"444","E01000460",10,2.838
"445","E01000461",10,3.959
"446","E01000462",7,11.991
"447","E01000463",10,4.818
"448","E01000464",3,27.698
"449","E01000465",3,31.243
"450","E01000466",3,27.799
"451","E01000467",4,24.126
"452","E01000468",5,21.086
"453","E01000469",5,21.268
"454","E01000470",2,39.935
"455","E01000471",4,22.484
"456","E01000472",4,25.505
"457","E01000473",3,32.35
"458","E01000474",4,26.243
"459","E01000475",3,27.009
"460","E01000476",4,24.942
"461","E01000477",2,39.4
"462","E01000478",3,28.201
"463","E01000479",6,17.262
"464","E01000480",6,15.421
"465","E01000481",3,31.999
"466","E01000483",2,44.065
"467","E01000484",3,31.201
"468","E01000485",4,25.882
"469","E01000486",6,17.005
"470","E01000487",4,25.092
"471","E01000488",4,22.556
"472","E01000489",5,20.472
"473","E01000490",4,25.921
"474","E01000491",5,19.919
"475","E01000492",6,16.126
"476","E01000493",7,14.096
"477","E01000494",4,22.497
"478","E01000495",3,30.884
"479","E01000497",3,33.039
"480","E01000498",1,52.586
"481","E01000499",1,47.585
"482","E01000501",2,38.432
"483","E01000502",2,37.092
"484","E01000503",2,36.878
"485","E01000504",4,24.992
"486","E01000505",4,22.918
"487","E01000506",2,44.857
"488","E01000507",4,25.074
"489","E01000508",1,46.122
"490","E01000509",1,50.902
"491","E01000510",1,55.903
"492","E01000511",2,40.654
"493","E01000512",4,25.393
"494","E01000513",4,22.625
"495","E01000514",5,20.684
"496","E01000515",3,32.041
"497","E01000516",4,21.85
"498","E01000517",6,16.547
"499","E01000518",4,22.178
"500","E01000519",3,28.75
"501","E01000520",3,27.639
"502","E01000521",1,63.042
"503","E01000522",2,38.058
"504","E01000523",1,46.915
"505","E01000524",1,62.133
"506","E01000525",2,44.321
"507","E01000526",1,52.215
"508","E01000527",1,53.357
"509","E01000528",1,45.225
"510","E01000530",6,15.362
"511","E01000531",3,33.127
"512","E01000532",4,24.695
"513","E01000533",1,54.744
"514","E01000534",5,18.328
"515","E01000535",3,33.209
"516","E01000536",7,12.605
"517","E01000538",8,8.578
"518","E01000539",7,12.935
"519","E01000540",8,8.973
"520","E01000541",5,21.055
"521","E01000543",5,20.547
"522","E01000544",3,29.701
"523","E01000545",2,35.665
"524","E01000546",3,32.412
"525","E01000547",5,21.119
"526","E01000548",2,35.64
"527","E01000549",6,16.936
"528","E01000550",2,34.271
"529","E01000551",3,31.45
"530","E01000552",3,27.7
"531","E01000553",2,36.359
"532","E01000554",3,27.089
"533","E01000555",5,21.465
"534","E01000556",2,42.36
"535","E01000557",3,31.391
"536","E01000558",3,29.401
"537","E01000559",4,24.332
"538","E01000560",4,23.434
"539","E01000561",4,25.415
"540","E01000562",7,11.955
"541","E01000563",8,8.929
"542","E01000564",4,26.063
"543","E01000565",4,26.28
"544","E01000566",6,16.102
"545","E01000567",4,22.461
"546","E01000568",7,12.431
"547","E01000569",8,10.741
"548","E01000570",3,28.173
"549","E01000571",4,22.538
"550","E01000572",6,16.825
"551","E01000573",5,18.877
"552","E01000574",5,18.011
"553","E01000575",4,21.804
"554","E01000576",5,21.008
"555","E01000577",2,34.702
"556","E01000578",3,31.683
"557","E01000579",4,23.562
"558","E01000580",5,17.965
"559","E01000581",5,20.307
"560","E01000582",6,15.13
"561","E01000583",5,21.111
"562","E01000584",6,16.768
"563","E01000585",5,18.279
"564","E01000586",3,27.75
"565","E01000587",5,17.864
"566","E01000589",5,20.271
"567","E01000590",6,16.427
"568","E01000591",4,24.333
"569","E01000592",4,21.79
"570","E01000593",4,23.41
"571","E01000594",4,22.942
"572","E01000595",1,51.721
"573","E01000596",1,51.029
"574","E01000599",2,44.83
"575","E01000601",1,71.307
"576","E01000602",2,41.9
"577","E01000603",1,54.57
"578","E01000604",1,47.633
"579","E01000605",1,49.815
"580","E01000606",3,27.566
"581","E01000607",4,23.822
"582","E01000608",3,29.683
"583","E01000609",4,24.975
"584","E01000610",3,29.606
"585","E01000611",5,19.353
"586","E01000612",3,29.138
"587","E01000613",3,27.845
"588","E01000615",6,16.482
"589","E01000616",3,28.536
"590","E01000617",4,23.852
"591","E01000618",3,27.332
"592","E01000619",3,26.904
"593","E01000620",4,23.038
"594","E01000621",3,30.642
"595","E01000622",2,36.271
"596","E01000623",5,18.438
"597","E01000624",5,20.397
"598","E01000625",3,29.191
"599","E01000626",1,45.27
"600","E01000627",1,46.043
"601","E01000628",1,49.524
"602","E01000629",4,21.58
"603","E01000630",3,33.233
"604","E01000631",5,20.624
"605","E01000632",3,27.55
"606","E01000633",3,32.926
"607","E01000634",3,32.289
"608","E01000636",4,26.275
"609","E01000637",3,32.952
"610","E01000638",2,43.085
"611","E01000639",4,25.427
"612","E01000640",1,46.448
"613","E01000641",2,44.151
"614","E01000642",2,35.599
"615","E01000643",1,52.129
"616","E01000644",3,31.33
"617","E01000645",10,2.21
"618","E01000646",9,6.445
"619","E01000647",9,7.752
"620","E01000648",9,5.987
"621","E01000649",9,5.557
"622","E01000650",9,6.518
"623","E01000651",8,8.832
"624","E01000652",10,2.636
"625","E01000653",10,5.109
"626","E01000654",8,10.226
"627","E01000655",8,10.665
"628","E01000656",9,6.786
"629","E01000657",6,15.869
"630","E01000658",9,7.164
"631","E01000659",9,8.154
"632","E01000661",3,31.033
"633","E01000662",7,13.771
"634","E01000663",6,14.155
"635","E01000664",7,13.79
"636","E01000665",8,10.666
"637","E01000666",10,5.461
"638","E01000667",10,3.611
"639","E01000668",7,11.502
"640","E01000669",8,10.367
"641","E01000670",10,4.32
"642","E01000671",7,11.143
"643","E01000672",9,7.185
"644","E01000673",8,8.618
"645","E01000674",6,14.283
"646","E01000676",4,24.089
"647","E01000677",7,12.044
"648","E01000678",9,7.022
"649","E01000679",8,9.023
"650","E01000680",9,7.789
"651","E01000681",10,1.861
"652","E01000682",10,2.488
"653","E01000683",8,9.006
"654","E01000684",10,1.21
"655","E01000685",8,9.008
"656","E01000686",9,7.083
"657","E01000687",9,5.985
"658","E01000688",10,2.508
"659","E01000689",5,18.897
"660","E01000690",10,4.498
"661","E01000691",7,12.472
"662","E01000692",8,9.569
"663","E01000693",9,7.472
"664","E01000694",10,3.373
"665","E01000695",10,4.316
"666","E01000696",10,4.766
"667","E01000697",9,5.661
"668","E01000698",10,3.496
"669","E01000699",5,20.275
"670","E01000700",7,13.469
"671","E01000701",8,10.609
"672","E01000702",8,10.236
"673","E01000703",8,8.442
"674","E01000704",8,9.286
"675","E01000705",5,19.716
"676","E01000706",7,13.884
"677","E01000707",10,2.927
"678","E01000708",9,8.052
"679","E01000709",7,11.352
"680","E01000710",9,6.911
"681","E01000711",7,11.176
"682","E01000712",9,5.627
"683","E01000713",9,5.832
"684","E01000714",7,13.122
"685","E01000715",10,5.107
"686","E01000716",10,4.23
"687","E01000717",9,8.303
"688","E01000718",5,19.468
"689","E01000719",4,26.435
"690","E01000720",2,37.595
"691","E01000721",2,36.427
"692","E01000722",5,21.197
"693","E01000723",9,6.435
"694","E01000724",2,37.881
"695","E01000725",4,26.542
"696","E01000726",7,12.645
"697","E01000727",6,14.147
"698","E01000728",5,21.282
"699","E01000729",2,36.969
"700","E01000730",2,36.358
"701","E01000731",4,23.265
"702","E01000732",8,9.518
"703","E01000733",5,18.715
"704","E01000734",9,8.219
"705","E01000735",4,26.257
"706","E01000736",4,22.305
"707","E01000737",3,29.023
"708","E01000738",6,14.498
"709","E01000739",2,39.615
"710","E01000741",5,21.266
"711","E01000742",5,20.597
"712","E01000743",2,39.649
"713","E01000744",2,43.725
"714","E01000745",5,18.253
"715","E01000746",6,14.895
"716","E01000747",5,20.885
"717","E01000748",8,9.919
"718","E01000749",8,8.922
"719","E01000750",3,30.555
"720","E01000751",10,3.827
"721","E01000752",9,7.611
"722","E01000753",10,2.632
"723","E01000754",10,5.117
"724","E01000755",10,3.347
"725","E01000756",10,4.46
"726","E01000757",10,0.89
"727","E01000758",10,2.359
"728","E01000759",10,4.328
"729","E01000760",8,8.654
"730","E01000761",10,2.881
"731","E01000762",9,5.808
"732","E01000763",10,2.689
"733","E01000764",7,12.239
"734","E01000765",9,7.735
"735","E01000766",10,1.149
"736","E01000767",10,2.162
"737","E01000768",9,6.434
"738","E01000769",5,20.739
"739","E01000770",10,4.129
"740","E01000771",10,4.29
"741","E01000772",10,3.399
"742","E01000773",10,2.933
"743","E01000774",8,9.652
"744","E01000775",9,7.29
"745","E01000777",10,4.276
"746","E01000778",7,12.5
"747","E01000779",7,13.444
"748","E01000780",4,21.705
"749","E01000781",3,32.858
"750","E01000782",2,37.231
"751","E01000783",3,32.518
"752","E01000784",8,9.069
"753","E01000785",3,27.947
"754","E01000786",9,7.965
"755","E01000787",5,21.496
"756","E01000788",6,14.284
"757","E01000789",1,47.284
"758","E01000790",7,13.187
"759","E01000791",8,8.546
"760","E01000792",6,16.282
"761","E01000793",10,1.888
"762","E01000794",10,1.801
"763","E01000795",7,13.338
"764","E01000796",2,39.999
"765","E01000797",7,13.853
"766","E01000798",2,37.54
"767","E01000799",4,24.368
"768","E01000800",3,27.317
"769","E01000801",5,19.021
"770","E01000802",6,16.435
"771","E01000803",6,15.901
"772","E01000804",9,6.135
"773","E01000805",4,22.878
"774","E01000806",3,31.96
"775","E01000807",8,8.578
"776","E01000808",10,3.452
"777","E01000809",10,1.693
"778","E01000810",10,0.735
"779","E01000811",10,2.398
"780","E01000812",8,9.505
"781","E01000813",10,3.001
"782","E01000814",10,1.508
"783","E01000815",10,1.365
"784","E01000816",7,12.283
"785","E01000818",9,6.049
"786","E01000819",4,25.54
"787","E01000820",5,20.189
"788","E01000822",6,16.608
"789","E01000823",7,12.18
"790","E01000824",6,15.73
"791","E01000825",6,14.924
"792","E01000826",10,1.5
"793","E01000827",9,6.07
"794","E01000828",8,9.09
"795","E01000829",9,6.232
"796","E01000830",10,2.107
"797","E01000831",10,4.903
"798","E01000832",10,4.363
"799","E01000833",10,2.102
"800","E01000834",10,2.236
"801","E01000835",7,11.279
"802","E01000836",10,1.924
"803","E01000837",8,9.29
"804","E01000838",10,3.043
"805","E01000839",10,2.17
"806","E01000840",9,5.699
"807","E01000841",10,3.503
"808","E01000842",9,5.974
"809","E01000843",5,18.971
"810","E01000844",8,8.518
"811","E01000845",7,12.281
"812","E01000846",3,29.452
"813","E01000847",5,21.494
"814","E01000848",9,7.673
"815","E01000849",7,11.708
"816","E01000850",6,14.654
"817","E01000851",6,16.424
"818","E01000853",2,42.566
"819","E01000855",6,17.036
"820","E01000856",3,31.872
"821","E01000857",6,16.535
"822","E01000858",2,36.258
"823","E01000859",8,8.907
"824","E01000860",4,24.486
"825","E01000861",3,30.906
"826","E01000862",8,8.933
"827","E01000863",2,35.691
"828","E01000866",3,26.919
"829","E01000867",3,27.883
"830","E01000868",2,39.805
"831","E01000869",4,24
"832","E01000870",3,28.877
"833","E01000871",6,16.839
"834","E01000872",2,34.378
"835","E01000873",8,10.707
"836","E01000874",8,9.876
"837","E01000875",3,27.366
"838","E01000876",3,29.96
"839","E01000877",7,13.668
"840","E01000878",8,10.72
"841","E01000879",9,6.581
"842","E01000880",9,6.923
"843","E01000881",6,15.592
"844","E01000882",9,5.734
"845","E01000883",8,10.52
"846","E01000884",9,7.625
"847","E01000885",9,7.64
"848","E01000886",7,13.117
"849","E01000887",6,14.707
"850","E01000888",6,16.298
"851","E01000889",2,35.74
"852","E01000890",1,52
"853","E01000891",1,45.468
"854","E01000892",6,17.198
"855","E01000893",9,5.701
"856","E01000894",9,7.553
"857","E01000895",6,14.624
"858","E01000896",10,5.44
"859","E01000897",10,4.25
"860","E01000898",6,15.274
"861","E01000899",8,8.541
"862","E01000900",3,27.732
"863","E01000901",2,39.891
"864","E01000902",2,38.816
"865","E01000903",5,18.892
"866","E01000904",3,33.102
"867","E01000905",2,43.27
"868","E01000906",7,11.644
"869","E01000907",3,30.366
"870","E01000908",3,30.277
"871","E01000909",7,13.738
"872","E01000910",8,10.559
"873","E01000911",5,19.944
"874","E01000912",3,31.912
"875","E01000913",7,11.421
"876","E01000914",4,22.498
"877","E01000915",3,30.418
"878","E01000916",4,24.79
"879","E01000917",1,47.877
"880","E01000918",4,23.524
"881","E01000919",3,27.195
"882","E01000920",5,17.863
"883","E01000921",5,18.164
"884","E01000922",4,26.567
"885","E01000923",5,18.179
"886","E01000924",6,15.602
"887","E01000925",3,32.029
"888","E01000926",4,24.137
"889","E01000927",5,19.439
"890","E01000928",4,22.474
"891","E01000929",2,34.655
"892","E01000930",2,37.556
"893","E01000931",1,46.652
"894","E01000932",4,23.42
"895","E01000933",3,28.337
"896","E01000934",2,42.595
"897","E01000935",2,35.936
"898","E01000937",6,15.182
"899","E01000938",2,43.496
"900","E01000939",2,41.454
"901","E01000941",2,39.324
"902","E01000942",4,22.208
"903","E01000943",6,15.974
"904","E01000944",3,33.014
"905","E01000946",5,21.102
"906","E01000947",3,32.466
"907","E01000948",3,30.881
"908","E01000949",4,26.009
"909","E01000951",2,40.542
"910","E01000952",2,39.434
"911","E01000954",2,43.102
"912","E01000955",2,39.97
"913","E01000956",2,43.756
"914","E01000957",3,29.335
"915","E01000958",4,22.969
"916","E01000959",2,39.385
"917","E01000960",5,18.194
"918","E01000961",3,28.044
"919","E01000962",9,5.572
"920","E01000963",8,10.99
"921","E01000964",5,18.156
"922","E01000965",6,16.999
"923","E01000966",10,4.022
"924","E01000967",9,7.868
"925","E01000968",7,13.607
"926","E01000969",8,11.088
"927","E01000970",6,15.192
"928","E01000971",7,11.244
"929","E01000972",3,33.353
"930","E01000973",5,21.503
"931","E01000974",2,34.573
"932","E01000975",5,17.838
"933","E01000976",2,34.127
"934","E01000977",3,29.52
"935","E01000978",4,22.4
"936","E01000979",5,20.195
"937","E01000980",3,27.253
"938","E01000981",5,19.125
"939","E01000982",4,22.168
"940","E01000983",6,14.624
"941","E01000984",2,33.796
"942","E01000985",8,8.496
"943","E01000986",7,13.499
"944","E01000987",8,8.556
"945","E01000989",8,10.232
"946","E01000990",2,41.368
"947","E01000991",9,7.277
"948","E01000992",3,31.418
"949","E01000993",6,15.07
"950","E01000994",5,20.865
"951","E01000995",4,24.866
"952","E01000996",5,18.894
"953","E01000997",4,23.466
"954","E01000998",2,38.107
"955","E01000999",5,20.457
"956","E01001000",3,31.163
"957","E01001001",2,34.182
"958","E01001002",4,23.757
"959","E01001003",4,24.807
"960","E01001004",3,26.857
"961","E01001005",3,29.783
"962","E01001006",3,27.954
"963","E01001007",4,21.816
"964","E01001008",3,31.608
"965","E01001009",4,25.451
"966","E01001010",2,33.938
"967","E01001011",2,43.978
"968","E01001012",2,41.57
"969","E01001013",1,47.906
"970","E01001015",4,24.758
"971","E01001016",8,8.572
"972","E01001017",10,4.653
"973","E01001018",10,4.381
"974","E01001019",10,4.289
"975","E01001020",9,8.195
"976","E01001021",2,35.666
"977","E01001022",9,5.769
"978","E01001023",5,19.391
"979","E01001024",8,10.342
"980","E01001025",10,4.108
"981","E01001026",7,13.459
"982","E01001027",10,4.06
"983","E01001028",10,4.394
"984","E01001029",7,13.948
"985","E01001030",10,5.129
"986","E01001031",10,3.923
"987","E01001032",10,3.098
"988","E01001033",5,18.242
"989","E01001034",6,15.141
"990","E01001035",5,18.684
"991","E01001036",9,6.617
"992","E01001037",4,26.344
"993","E01001038",5,17.512
"994","E01001039",9,5.748
"995","E01001040",5,20.546
"996","E01001041",3,27.041
"997","E01001042",2,36.017
"998","E01001044",8,9.459
