"","LSOA21CD","IMD_2025_decile","IMD_2025_score"
"29696","E01031278",8,9.396
"29697","E01031279",8,10.441
"29698","E01031280",8,9.693
"29699","E01031281",7,12.229
"29700","E01031282",6,16.542
"29701","E01031283",7,13.94
"29702","E01031284",8,8.553
"29703","E01031285",10,3.692
"29704","E01031286",7,11.397
"29705","E01031287",10,1.192
"29706","E01031288",10,2.484
"29707","E01031289",10,3.498
"29708","E01031290",9,8.202
"29709","E01031291",5,19.324
"29710","E01031292",10,2.639
"29711","E01031293",8,9.656
"29712","E01031294",9,8.037
"29713","E01031295",10,0.782
"29714","E01031296",10,2.812
"29715","E01031297",8,10.371
"29716","E01031298",10,2.558
"29717","E01031299",10,0.991
"29718","E01031300",10,2.511
"29719","E01031301",8,9.734
"29720","E01031302",7,13.479
"29721","E01031303",7,11.389
"29722","E01031304",10,3.444
"29723","E01031305",10,1.308
"29724","E01031306",9,7.692
"29725","E01031307",10,1.432
"29726","E01031308",8,9.082
"29727","E01031309",6,17.437
"29728","E01031310",9,8.339
"29729","E01031311",4,22.073
"29730","E01031312",5,19.684
"29731","E01031313",10,3.761
"29732","E01031314",10,4.91
"29733","E01031315",7,12.787
"29734","E01031316",7,11.744
"29735","E01031317",10,4.16
"29736","E01031319",9,8.066
"29737","E01031320",8,9.536
"29738","E01031321",3,27.668
"29739","E01031322",7,11.903
"29740","E01031323",9,6.559
"29741","E01031324",7,11.785
"29742","E01031325",4,23.718
"29743","E01031327",5,18.428
"29744","E01031328",9,8.126
"29745","E01031329",9,6.56
"29746","E01031330",9,6.36
"29747","E01031331",10,5.19
"29748","E01031332",4,25.974
"29749","E01031333",5,18.475
"29750","E01031334",7,13.52
"29751","E01031335",7,11.518
"29752","E01031336",7,14.11
"29753","E01031337",7,11.876
"29754","E01031338",9,5.5
"29755","E01031339",10,4.011
"29756","E01031340",10,2.759
"29757","E01031341",3,29.635
"29758","E01031342",7,13.197
"29759","E01031343",7,11.371
"29760","E01031344",4,22.057
"29761","E01031345",8,10.548
"29762","E01031346",7,13.748
"29763","E01031347",3,27.001
"29764","E01031348",3,28.259
"29765","E01031349",9,7.835
"29766","E01031350",4,23.082
"29767","E01031351",8,10.332
"29768","E01031352",8,10.891
"29769","E01031353",10,4.962
"29770","E01031354",9,7.266
"29771","E01031355",6,16.414
"29772","E01031356",10,4.631
"29773","E01031357",9,8.294
"29774","E01031358",3,31.595
"29775","E01031359",7,12.933
"29776","E01031360",4,25.751
"29777","E01031361",3,30.594
"29778","E01031362",8,10.855
"29779","E01031363",6,15.127
"29780","E01031364",5,19.427
"29781","E01031365",7,11.967
"29782","E01031366",4,23.905
"29783","E01031367",10,1.399
"29784","E01031368",7,11.179
"29785","E01031369",9,6.339
"29786","E01031370",5,18.479
"29787","E01031371",3,29.652
"29788","E01031372",5,19.502
"29789","E01031373",6,16.737
"29790","E01031374",8,8.742
"29791","E01031375",7,11.43
"29792","E01031376",7,14.033
"29793","E01031377",4,22.629
"29794","E01031378",6,15.056
"29795","E01031379",8,9.28
"29796","E01031380",10,5.352
"29797","E01031381",8,10.397
"29798","E01031382",7,12.645
"29799","E01031383",9,6.928
"29800","E01031384",9,7.591
"29801","E01031385",4,21.841
"29802","E01031386",4,22.26
"29803","E01031387",6,16.812
"29804","E01031389",10,4.998
"29805","E01031390",5,18.025
"29806","E01031391",8,10.28
"29807","E01031392",5,19.507
"29808","E01031393",8,10.772
"29809","E01031394",5,21.265
"29810","E01031395",6,14.379
"29811","E01031396",6,15.744
"29812","E01031397",6,14.718
"29813","E01031398",6,15.357
"29814","E01031399",7,12.26
"29815","E01031400",3,28.804
"29816","E01031402",6,15.934
"29817","E01031403",5,21.103
"29818","E01031404",1,50.335
"29819","E01031405",6,15.991
"29820","E01031406",6,14.151
"29821","E01031407",7,13.114
"29822","E01031408",5,19.676
"29823","E01031409",3,31.254
"29824","E01031410",6,17.313
"29825","E01031411",9,7.877
"29826","E01031412",10,4.567
"29827","E01031413",8,9.414
"29828","E01031414",6,14.656
"29829","E01031415",5,19.545
"29830","E01031416",8,8.822
"29831","E01031417",6,15.013
"29832","E01031418",7,11.471
"29833","E01031419",6,16.615
"29834","E01031420",9,7.748
"29835","E01031422",9,6.029
"29836","E01031423",7,12.994
"29837","E01031424",9,8.172
"29838","E01031425",9,6.781
"29839","E01031426",4,23.927
"29840","E01031427",1,50.654
"29841","E01031428",3,27.711
"29842","E01031429",1,51.988
"29843","E01031430",3,28.889
"29844","E01031431",4,23.959
"29845","E01031432",2,42.86
"29846","E01031433",4,25.129
"29847","E01031434",3,26.989
"29848","E01031435",5,20.054
"29849","E01031436",1,54.928
"29850","E01031437",3,31.8
"29851","E01031438",5,19.406
"29852","E01031439",7,13.061
"29853","E01031440",6,15.089
"29854","E01031441",4,25.782
"29855","E01031442",4,21.577
"29856","E01031443",3,26.872
"29857","E01031444",2,35.555
"29858","E01031445",7,13.823
"29859","E01031446",7,11.953
"29860","E01031447",7,13.133
"29861","E01031448",6,17.224
"29862","E01031449",5,18.015
"29863","E01031450",2,38.373
"29864","E01031451",3,30.366
"29865","E01031452",5,18.274
"29866","E01031453",3,29.112
"29867","E01031454",1,46.285
"29868","E01031455",5,20.884
"29869","E01031456",2,42.696
"29870","E01031457",6,15.076
"29871","E01031458",10,5.165
"29872","E01031459",3,31.167
"29873","E01031460",7,13.528
"29874","E01031461",8,9.137
"29875","E01031462",6,14.564
"29876","E01031463",8,9.651
"29877","E01031464",6,16.259
"29878","E01031465",6,16.597
"29879","E01031466",6,15.404
"29880","E01031469",4,22.479
"29881","E01031470",6,17.079
"29882","E01031471",5,17.822
"29883","E01031472",5,19.838
"29884","E01031473",3,31.8
"29885","E01031474",7,12.744
"29886","E01031475",8,10.165
"29887","E01031476",10,5.305
"29888","E01031477",4,22.871
"29889","E01031478",6,16.188
"29890","E01031479",5,18.142
"29891","E01031480",5,18.709
"29892","E01031481",6,15.078
"29893","E01031482",3,31.585
"29894","E01031483",3,30.295
"29895","E01031484",5,20.521
"29896","E01031485",10,2.414
"29897","E01031486",9,6.069
"29898","E01031487",10,4.978
"29899","E01031489",8,9.03
"29900","E01031490",7,13.828
"29901","E01031491",8,9.454
"29902","E01031492",3,30.573
"29903","E01031493",6,15.362
"29904","E01031494",3,29.915
"29905","E01031495",8,9.567
"29906","E01031496",9,6.234
"29907","E01031497",9,7.745
"29908","E01031498",6,14.47
"29909","E01031499",5,20.118
"29910","E01031500",6,16.149
"29911","E01031501",6,15.166
"29912","E01031502",10,4.403
"29913","E01031503",7,11.137
"29914","E01031504",7,13.401
"29915","E01031505",8,9.33
"29916","E01031506",5,20.504
"29917","E01031507",4,22.145
"29918","E01031508",5,18.499
"29919","E01031511",9,7.157
"29920","E01031512",5,21.537
"29921","E01031514",6,14.805
"29922","E01031515",4,23.991
"29923","E01031516",7,12.602
"29924","E01031517",7,12.68
"29925","E01031518",8,10.321
"29926","E01031519",5,19.492
"29927","E01031520",5,18.919
"29928","E01031521",6,15.189
"29929","E01031522",4,23.496
"29930","E01031523",5,21.177
"29931","E01031524",5,17.811
"29932","E01031525",6,16.203
"29933","E01031526",4,26.175
"29934","E01031527",7,12.264
"29935","E01031528",5,18.442
"29936","E01031529",5,17.597
"29937","E01031530",4,22.097
"29938","E01031531",10,5.155
"29939","E01031532",9,7.41
"29940","E01031533",5,18.394
"29941","E01031534",7,11.356
"29942","E01031535",6,16.303
"29943","E01031536",6,15.681
"29944","E01031538",4,22.527
"29945","E01031539",5,20.032
"29946","E01031540",7,12.662
"29947","E01031541",7,11.608
"29948","E01031542",8,9.047
"29949","E01031543",6,17.125
"29950","E01031544",5,19.411
"29951","E01031545",6,14.382
"29952","E01031546",3,27.345
"29953","E01031547",3,29.517
"29954","E01031548",3,33.044
"29955","E01031549",3,31.862
"29956","E01031550",4,26.135
"29957","E01031551",4,23.383
"29958","E01031552",3,28.807
"29959","E01031553",3,27.772
"29960","E01031554",5,19.854
"29961","E01031555",3,32.6
"29962","E01031556",3,27.883
"29963","E01031557",4,24.325
"29964","E01031558",1,48.017
"29965","E01031559",3,29.096
"29966","E01031560",7,13.552
"29967","E01031561",8,9.528
"29968","E01031562",3,27.521
"29969","E01031563",9,8.152
"29970","E01031564",6,15.596
"29971","E01031565",5,20.574
"29972","E01031566",7,13.892
"29973","E01031567",7,12.961
"29974","E01031568",6,17.03
"29975","E01031569",4,22.604
"29976","E01031570",5,19.181
"29977","E01031571",5,21.423
"29978","E01031572",4,22.335
"29979","E01031573",3,29.421
"29980","E01031574",5,17.715
"29981","E01031575",3,29.011
"29982","E01031576",3,29.225
"29983","E01031577",5,18.45
"29984","E01031578",9,6.155
"29985","E01031579",5,20.218
"29986","E01031580",8,9.713
"29987","E01031581",9,5.708
"29988","E01031582",7,13.439
"29989","E01031583",5,20.483
"29990","E01031584",5,20.633
"29991","E01031585",3,28.25
"29992","E01031586",5,19.662
"29993","E01031588",9,6.666
"29994","E01031589",9,7.868
"29995","E01031590",10,3.763
"29996","E01031591",5,17.534
"29997","E01031592",9,6.414
"29998","E01031593",10,4.808
"29999","E01031594",5,20.363
"30000","E01031595",4,21.558
"30001","E01031596",3,30.388
"30002","E01031597",8,9.033
"30003","E01031598",3,30.65
"30004","E01031599",3,27.693
"30005","E01031600",5,19.558
"30006","E01031601",5,17.627
"30007","E01031603",6,16.995
"30008","E01031604",4,22.322
"30009","E01031605",4,21.704
"30010","E01031606",5,20.51
"30011","E01031607",5,18.843
"30012","E01031608",3,27.512
"30013","E01031609",4,25.226
"30014","E01031610",4,22.727
"30015","E01031611",7,11.978
"30016","E01031612",9,6.55
"30017","E01031614",6,15.318
"30018","E01031615",9,7.44
"30019","E01031616",7,13.724
"30020","E01031617",8,9.265
"30021","E01031618",8,10.813
"30022","E01031620",7,12.497
"30023","E01031621",10,4.031
"30024","E01031622",9,7.753
"30025","E01031623",9,7.902
"30026","E01031624",8,9.95
"30027","E01031625",9,6.982
"30028","E01031626",7,13.4
"30029","E01031627",10,3.072
"30030","E01031628",6,14.746
"30031","E01031629",9,7.079
"30032","E01031630",7,11.946
"30033","E01031631",4,23.982
"30034","E01031632",6,15.368
"30035","E01031633",8,10.737
"30036","E01031634",6,16.327
"30037","E01031635",8,8.933
"30038","E01031638",10,4.831
"30039","E01031639",10,3.573
"30040","E01031640",10,1.433
"30041","E01031641",8,8.806
"30042","E01031642",8,9.96
"30043","E01031643",6,17.384
"30044","E01031644",10,3.733
"30045","E01031645",10,1.936
"30046","E01031646",10,2.002
"30047","E01031647",8,10.939
"30048","E01031648",9,6.965
"30049","E01031649",10,3.111
"30050","E01031650",10,3.063
"30051","E01031651",7,11.705
"30052","E01031652",5,21.249
"30053","E01031653",6,14.998
"30054","E01031654",10,4.646
"30055","E01031655",9,5.916
"30056","E01031656",7,12.979
"30057","E01031657",6,17.394
"30058","E01031658",7,11.556
"30059","E01031659",7,11.417
"30060","E01031660",8,9.215
"30061","E01031661",7,12.884
"30062","E01031662",7,11.902
"30063","E01031663",5,20.043
"30064","E01031664",8,9.398
"30065","E01031665",7,13.701
"30066","E01031666",10,2.193
"30067","E01031667",8,11.023
"30068","E01031668",10,5.268
"30069","E01031669",7,14.095
"30070","E01031670",9,6.644
"30071","E01031671",4,23.021
"30072","E01031672",10,4.059
"30073","E01031673",8,9.695
"30074","E01031674",8,9.052
"30075","E01031675",9,8.014
"30076","E01031677",8,9.562
"30077","E01031678",10,4.271
"30078","E01031679",9,6.62
"30079","E01031680",10,2.466
"30080","E01031681",10,5.258
"30081","E01031682",10,2.897
"30082","E01031683",9,7.525
"30083","E01031684",10,4.902
"30084","E01031685",9,6.014
"30085","E01031686",9,5.486
"30086","E01031687",5,20.698
"30087","E01031688",7,11.745
"30088","E01031689",10,2.806
"30089","E01031690",10,1.56
"30090","E01031691",10,3.734
"30091","E01031693",9,8.265
"30092","E01031694",7,11.305
"30093","E01031695",10,3.926
"30094","E01031696",8,10.553
"30095","E01031697",6,16.602
"30096","E01031698",7,12.521
"30097","E01031699",10,3.431
"30098","E01031700",10,2.89
"30099","E01031701",7,12.112
"30100","E01031702",10,2.602
"30101","E01031703",10,1.195
"30102","E01031704",9,6.665
"30103","E01031705",4,25.709
"30104","E01031706",10,5.359
"30105","E01031707",9,7.345
"30106","E01031708",7,13.421
"30107","E01031709",7,12.673
"30108","E01031710",10,1.591
"30109","E01031712",5,19.956
"30110","E01031713",10,5.016
"30111","E01031714",9,6.167
"30112","E01031715",10,1.924
"30113","E01031716",4,26.225
"30114","E01031717",9,7.314
"30115","E01031718",9,6.306
"30116","E01031719",8,9.946
"30117","E01031720",10,5.384
"30118","E01031721",7,12.208
"30119","E01031722",7,11.74
"30120","E01031723",9,7.02
"30121","E01031724",10,4.808
"30122","E01031725",9,6.383
"30123","E01031726",7,13.316
"30124","E01031727",8,8.785
"30125","E01031729",10,3.582
"30126","E01031730",8,9.625
"30127","E01031731",5,19.649
"30128","E01031732",7,13.843
"30129","E01031733",8,11.049
"30130","E01031734",10,2.94
"30131","E01031735",10,2.481
"30132","E01031736",10,4.242
"30133","E01031737",8,9.159
"30134","E01031738",10,1.21
"30135","E01031739",10,2.237
"30136","E01031740",10,5.363
"30137","E01031741",8,9.307
"30138","E01031743",5,20.583
"30139","E01031744",10,3.728
"30140","E01031745",10,3.862
"30141","E01031746",6,14.891
"30142","E01031747",10,2.138
"30143","E01031748",10,3.419
"30144","E01031749",10,2.779
"30145","E01031750",5,20.959
"30146","E01031751",9,7.755
"30147","E01031752",3,29.96
"30148","E01031753",9,8.057
"30149","E01031754",9,6.027
"30150","E01031755",9,6.558
"30151","E01031757",7,13.049
"30152","E01031758",10,4.524
"30153","E01031759",10,2.261
"30154","E01031760",10,2.252
"30155","E01031763",10,1.412
"30156","E01031764",6,14.951
"30157","E01031765",8,8.685
"30158","E01031766",7,14.037
"30159","E01031767",8,8.682
"30160","E01031768",10,2.987
"30161","E01031769",8,9.749
"30162","E01031770",6,14.702
"30163","E01031771",5,21.476
"30164","E01031772",8,8.421
"30165","E01031773",10,1.856
"30166","E01031774",10,3.064
"30167","E01031775",10,2.944
"30168","E01031776",8,9.366
"30169","E01031777",6,14.592
"30170","E01031778",8,8.843
"30171","E01031779",2,38.972
"30172","E01031780",9,7.301
"30173","E01031781",8,8.546
"30174","E01031782",7,12.592
"30175","E01031783",2,36.249
"30176","E01031785",6,16.567
"30177","E01031786",4,25.006
"30178","E01031787",3,29.288
"30179","E01031788",4,21.991
"30180","E01031790",2,34.738
"30181","E01031791",4,25.981
"30182","E01031792",6,14.425
"30183","E01031793",10,5.084
"30184","E01031794",6,15.191
"30185","E01031795",3,30.888
"30186","E01031796",6,14.256
"30187","E01031797",10,3.53
"30188","E01031798",6,15.587
"30189","E01031799",5,21.009
"30190","E01031800",10,3.098
"30191","E01031801",5,17.862
"30192","E01031802",8,9.17
"30193","E01031803",10,2.274
"30194","E01031804",10,3.438
"30195","E01031805",10,5.022
"30196","E01031806",5,20.475
"30197","E01031807",6,14.793
"30198","E01031808",3,30.168
"30199","E01031809",5,20.645
"30200","E01031810",5,20.865
"30201","E01031811",4,22.761
"30202","E01031812",9,7.951
"30203","E01031813",7,12.47
"30204","E01031814",9,5.646
"30205","E01031815",9,6.067
"30206","E01031816",9,8.108
"30207","E01031817",6,17.174
"30208","E01031818",4,22.708
"30209","E01031820",10,4.916
"30210","E01031821",8,9.476
"30211","E01031822",10,4.204
"30212","E01031823",10,4.05
"30213","E01031824",10,3.326
"30214","E01031825",7,11.531
"30215","E01031826",6,17.197
"30216","E01031827",5,18.855
"30217","E01031828",10,4.451
"30218","E01031829",9,7.586
"30219","E01031830",4,25.774
"30220","E01031831",7,13.082
"30221","E01031832",6,17.055
"30222","E01031833",4,24.049
"30223","E01031834",6,17.387
"30224","E01031835",4,22.421
"30225","E01031836",4,24.496
"30226","E01031837",7,11.317
"30227","E01031838",9,8.09
"30228","E01031839",5,17.534
"30229","E01031840",9,7.656
"30230","E01031841",8,10.379
"30231","E01031842",6,16.174
"30232","E01031843",6,14.742
"30233","E01031845",6,14.835
"30234","E01031846",6,16.55
"30235","E01031847",7,11.728
"30236","E01031848",7,12.796
"30237","E01031849",5,18.601
"30238","E01031850",7,13.834
"30239","E01031851",4,21.916
"30240","E01031852",9,8.064
"30241","E01031853",6,17.266
"30242","E01031854",3,33.411
"30243","E01031855",10,4.724
"30244","E01031856",3,27.946
"30245","E01031857",5,19.665
"30246","E01031858",7,11.913
"30247","E01031859",3,27.641
"30248","E01031860",5,20.012
"30249","E01031861",8,10.202
"30250","E01031862",4,26.239
"30251","E01031863",8,10.132
"30252","E01031864",10,2.699
"30253","E01031865",8,9.096
"30254","E01031866",6,15.696
"30255","E01031867",5,20.155
"30256","E01031868",7,11.451
"30257","E01031869",4,22.959
"30258","E01031870",7,12.875
"30259","E01031871",5,18.929
"30260","E01031872",5,21.286
"30261","E01031873",7,11.262
"30262","E01031874",8,10.99
"30263","E01031876",6,14.606
"30264","E01031877",6,16.77
"30265","E01031879",9,7.356
"30266","E01031882",6,15.533
"30267","E01031883",7,12.71
"30268","E01031884",6,14.454
"30269","E01031885",6,14.271
"30270","E01031886",7,11.429
"30271","E01031887",7,11.949
"30272","E01031888",9,7.529
"30273","E01031889",7,11.582
"30274","E01031890",9,7.247
"30275","E01031892",7,12.416
"30276","E01031893",7,11.224
"30277","E01031894",7,11.482
"30278","E01031895",5,19.006
"30279","E01031896",3,31.493
"30280","E01031897",8,9.747
"30281","E01031898",5,21.315
"30282","E01031901",4,23.019
"30283","E01031902",7,11.898
"30284","E01031903",10,4.922
"30285","E01031904",8,9.247
"30286","E01031905",10,1.694
"30287","E01031906",10,4.87
"30288","E01031907",10,1.527
"30289","E01031908",5,18.162
"30290","E01031909",9,7.846
"30291","E01031910",8,10.49
"30292","E01031911",4,25.916
"30293","E01031912",3,28.138
"30294","E01031913",9,5.958
"30295","E01031914",2,33.967
"30296","E01031915",9,5.833
"30297","E01031916",6,14.313
"30298","E01031917",4,24.403
"30299","E01031918",10,5.182
"30300","E01031919",10,3.211
"30301","E01031920",9,7.076
"30302","E01031921",10,4.036
"30303","E01031922",9,7.905
"30304","E01031923",10,3.335
"30305","E01031924",10,3.691
"30306","E01031925",5,19.744
"30307","E01031926",7,12.993
"30308","E01031927",10,2.591
"30309","E01031928",2,37.495
"30310","E01031929",8,8.758
"30311","E01031930",8,8.684
"30312","E01031931",8,9.295
"30313","E01031932",8,8.384
"30314","E01031933",5,18.779
"30315","E01031934",9,6.815
"30316","E01031935",9,8.379
"30317","E01031936",4,24.277
"30318","E01031937",5,20.959
"30319","E01031938",8,10.035
"30320","E01031939",7,11.167
"30321","E01031940",7,12.22
"30322","E01031941",9,8.101
"30323","E01031942",6,15.017
"30324","E01031944",7,12.429
"30325","E01031946",9,5.906
"30326","E01031947",5,20.593
"30327","E01031948",10,4.917
"30328","E01031949",9,7.438
"30329","E01031950",6,15.824
"30330","E01031951",7,11.446
"30331","E01031952",4,21.752
"30332","E01031955",9,5.764
"30333","E01031956",5,19.832
"30334","E01031957",6,14.873
"30335","E01031958",7,11.324
"30336","E01031959",9,6.621
"30337","E01031960",7,11.485
"30338","E01031961",6,15.475
"30339","E01031962",10,2.949
"30340","E01031963",4,22.82
"30341","E01031964",9,6.281
"30342","E01031965",9,7.966
"30343","E01031966",9,6.053
"30344","E01031967",6,15.683
"30345","E01031968",9,6.198
"30346","E01031969",10,2.207
"30347","E01031970",10,5.033
"30348","E01031971",5,20.479
"30349","E01031972",8,8.705
"30350","E01031973",9,7.63
"30351","E01031974",6,14.641
"30352","E01031975",3,32.475
"30353","E01031976",7,11.257
"30354","E01031978",6,15.311
"30355","E01031979",7,13.509
"30356","E01031980",5,20.979
"30357","E01031981",2,36.959
"30358","E01031982",5,18.512
"30359","E01031983",2,37.263
"30360","E01031984",9,7.753
"30361","E01031985",5,19.96
"30362","E01031986",4,23.583
"30363","E01031988",9,8.156
"30364","E01031989",8,11.045
"30365","E01031990",6,16.479
"30366","E01031991",5,17.585
"30367","E01031992",9,8.147
"30368","E01031993",6,14.362
"30369","E01031994",7,11.172
"30370","E01031995",9,7.362
"30371","E01031996",5,20.171
"30372","E01031997",9,6.217
"30373","E01031999",8,9.986
"30374","E01032000",6,14.298
"30375","E01032001",8,9.759
"30376","E01032002",7,12.559
"30377","E01032003",7,13.06
"30378","E01032004",5,19.651
"30379","E01032005",9,6.283
"30380","E01032006",10,1.864
"30381","E01032007",7,12.299
"30382","E01032008",4,21.71
"30383","E01032009",10,3.209
"30384","E01032010",5,20.149
"30385","E01032012",10,2.005
"30386","E01032013",6,17.328
"30387","E01032014",3,27.05
"30388","E01032015",5,18.328
"30389","E01032016",8,9.763
"30390","E01032017",10,1.71
"30391","E01032018",10,2.694
"30392","E01032019",5,20.81
"30393","E01032020",9,7.449
"30394","E01032021",8,8.905
"30395","E01032022",5,17.814
"30396","E01032023",2,40.268
"30397","E01032024",7,12.529
"30398","E01032025",8,10.567
"30399","E01032026",7,12.756
"30400","E01032027",5,19.823
"30401","E01032029",6,14.298
"30402","E01032030",5,19.677
"30403","E01032031",6,15.028
"30404","E01032032",9,6.699
"30405","E01032033",8,11.02
"30406","E01032034",9,7.89
"30407","E01032035",8,8.658
"30408","E01032036",5,21.464
"30409","E01032037",4,24.247
"30410","E01032038",8,8.895
"30411","E01032039",7,13.189
"30412","E01032040",5,21.051
"30413","E01032041",8,9.27
"30414","E01032042",7,11.547
"30415","E01032043",8,10.111
"30416","E01032044",7,11.333
"30417","E01032045",10,3.681
"30418","E01032046",8,10.946
"30419","E01032047",10,5.234
"30420","E01032048",6,15.802
"30421","E01032049",8,8.975
"30422","E01032051",7,13.766
"30423","E01032052",8,9.211
"30424","E01032053",9,7.978
"30425","E01032054",5,20.061
"30426","E01032055",8,10.239
"30427","E01032056",4,23.082
"30428","E01032057",8,9.24
"30429","E01032058",7,13.563
"30430","E01032059",8,8.948
"30431","E01032060",9,6.639
"30432","E01032061",8,10.462
"30433","E01032062",2,38.29
"30434","E01032063",7,13.602
"30435","E01032064",2,36.347
"30436","E01032065",6,16.45
"30437","E01032066",5,17.74
"30438","E01032067",7,11.787
"30439","E01032068",5,17.84
"30440","E01032069",10,4.587
"30441","E01032070",5,19.402
"30442","E01032072",9,7.242
"30443","E01032073",7,12.356
"30444","E01032074",8,9.749
"30445","E01032075",6,17.05
"30446","E01032076",5,20.947
"30447","E01032077",6,15.998
"30448","E01032078",7,12.279
"30449","E01032079",7,11.382
"30450","E01032080",10,5
"30451","E01032081",5,18.503
"30452","E01032082",6,14.793
"30453","E01032083",7,13.549
"30454","E01032085",8,10.82
"30455","E01032087",5,19.471
"30456","E01032088",9,7.129
"30457","E01032089",5,19.169
"30458","E01032090",5,21.12
"30459","E01032091",7,12.705
"30460","E01032092",9,6.807
"30461","E01032093",3,27.148
"30462","E01032094",4,25.189
"30463","E01032095",9,7.167
"30464","E01032096",1,49.526
"30465","E01032097",10,2.82
"30466","E01032098",7,11.528
"30467","E01032100",8,9.567
"30468","E01032101",4,24.574
"30469","E01032102",9,8
"30470","E01032103",5,19.091
"30471","E01032104",3,27.49
"30472","E01032105",9,5.714
"30473","E01032106",9,6.387
"30474","E01032107",9,6.261
"30475","E01032108",9,7.695
"30476","E01032109",6,16.718
"30477","E01032110",8,10.603
"30478","E01032111",6,16.682
"30479","E01032112",9,7.634
"30480","E01032113",4,22.129
"30481","E01032114",5,19.618
"30482","E01032115",4,23.49
"30483","E01032117",7,13.115
"30484","E01032118",3,31.195
"30485","E01032119",7,13.747
"30486","E01032121",8,9.026
"30487","E01032122",7,12.075
"30488","E01032123",7,11.978
"30489","E01032124",7,13.036
"30490","E01032125",9,6.711
"30491","E01032126",8,9.255
"30492","E01032127",8,10.921
"30493","E01032128",6,16.953
"30494","E01032129",4,21.567
"30495","E01032131",2,38.155
"30496","E01032132",3,31.098
"30497","E01032133",4,25.535
"30498","E01032134",8,10.741
"30499","E01032135",10,2.423
"30500","E01032136",8,11.06
"30501","E01032137",8,9.631
"30502","E01032138",10,2.939
"30503","E01032139",10,2.645
"30504","E01032140",10,3.96
"30505","E01032141",9,5.662
"30506","E01032142",9,6.642
"30507","E01032143",10,4.728
"30508","E01032144",10,3.682
"30509","E01032145",10,3.829
"30510","E01032146",8,9.141
"30511","E01032147",7,12.474
"30512","E01032148",9,6.31
"30513","E01032149",10,2.814
"30514","E01032150",10,3.69
"30515","E01032151",10,4.355
"30516","E01032152",3,27.612
"30517","E01032153",8,10.737
"30518","E01032154",10,3.815
"30519","E01032155",10,2.721
"30520","E01032156",5,20.38
"30521","E01032157",3,27.153
"30522","E01032158",10,2.476
"30523","E01032159",6,16.519
"30524","E01032160",8,10.217
"30525","E01032161",3,33.067
"30526","E01032162",10,3.165
"30527","E01032168",6,14.224
"30528","E01032169",6,16.995
"30529","E01032170",7,12.621
"30530","E01032171",9,5.482
"30531","E01032172",5,17.77
"30532","E01032173",9,5.594
"30533","E01032174",6,17.354
"30534","E01032175",9,7.405
"30535","E01032176",8,9.889
"30536","E01032177",9,5.8
"30537","E01032178",9,8.351
"30538","E01032179",5,17.851
"30539","E01032180",7,13.409
"30540","E01032181",6,16.96
"30541","E01032182",8,9.16
"30542","E01032183",8,9.236
"30543","E01032184",8,10.752
"30544","E01032185",9,7.101
"30545","E01032186",7,12.268
"30546","E01032187",3,28.621
"30547","E01032188",6,16.726
"30548","E01032189",8,9.84
"30549","E01032190",8,10.804
"30550","E01032191",7,12.382
"30551","E01032192",6,14.281
"30552","E01032193",5,20.131
"30553","E01032194",3,30.851
"30554","E01032195",7,11.274
"30555","E01032196",6,14.364
"30556","E01032197",8,8.914
"30557","E01032198",5,20.479
"30558","E01032199",6,15.817
"30559","E01032200",6,14.481
"30560","E01032201",3,29.619
"30561","E01032202",2,39.396
"30562","E01032203",5,20.141
"30563","E01032204",1,55.651
"30564","E01032205",5,19.372
"30565","E01032206",5,17.981
"30566","E01032207",8,8.422
"30567","E01032208",8,8.558
"30568","E01032209",10,5.234
"30569","E01032210",8,8.734
"30570","E01032211",7,14.041
"30571","E01032212",5,17.988
"30572","E01032213",6,15.153
"30573","E01032214",4,22.917
"30574","E01032215",3,31.03
"30575","E01032216",6,16.992
"30576","E01032217",6,15.836
"30577","E01032218",8,9.412
"30578","E01032219",10,5.013
"30579","E01032220",9,7.166
"30580","E01032221",8,8.463
"30581","E01032222",6,15.76
"30582","E01032223",7,12.207
"30583","E01032224",2,33.694
"30584","E01032225",2,44.189
"30585","E01032226",8,10.876
"30586","E01032227",10,2.877
"30587","E01032228",8,10.767
"30588","E01032229",5,20.837
"30589","E01032230",10,3.427
"30590","E01032231",9,7.888
"30591","E01032232",1,49.863
"30592","E01032234",2,35.595
"30593","E01032235",2,40.385
"30594","E01032236",3,30.961
"30595","E01032237",7,11.201
"30596","E01032238",6,15.599
"30597","E01032239",2,38.769
"30598","E01032240",3,30.11
"30599","E01032241",2,35.317
"30600","E01032242",4,24.47
"30601","E01032243",10,3.539
"30602","E01032244",6,16.96
"30603","E01032245",1,48.906
"30604","E01032246",10,5.17
"30605","E01032247",5,17.977
"30606","E01032248",10,4.466
"30607","E01032249",8,9.762
"30608","E01032250",2,43.245
"30609","E01032251",3,32.03
"30610","E01032252",1,54.221
"30611","E01032253",9,6.981
"30612","E01032254",4,22.325
"30613","E01032255",8,10.637
"30614","E01032256",5,19.708
"30615","E01032257",9,5.801
"30616","E01032258",7,12.645
"30617","E01032259",7,12.382
"30618","E01032260",2,41.816
"30619","E01032261",10,4.913
"30620","E01032262",2,37.161
"30621","E01032263",6,15.097
"30622","E01032264",4,22.287
"30623","E01032265",3,31.679
"30624","E01032266",8,9.777
"30625","E01032267",4,26.451
"30626","E01032268",10,5.382
