"LSOA11CD","IMD_2019_decile","IMD_2019_score"
"E01029844",7,13.413
"E01029815",8,9.768
"E01029839",10,4.651
"E01029977",9,8.35
"E01029999",9,7.8
"E01010742",1,52.944
"E01029911",7,12.514
"E01010735",1,69.178
"E01013920",1,45.479
"E01013921",1,54.488
"E01013595",5,21.057
"E01013653",1,48.212
"E01013535",1,56.462
"E01013586",1,47.491
"E01013813",2,33.82
"E01013853",2,37.616
"E01013742",3,32.863
"E01013519",6,14.65
"E01030205",10,3.855
"E01013666",7,12.383
"E01011176",7,11.477
"E01011215",5,17.687
"E01013523",2,33.652
"E01031935",9,7.691
"E01011119",7,12.397
"E01031830",3,28.163
"E01031776",8,10.45
"E01032097",10,4.174
"E01032204",1,52.638
"E01032054",5,20.554
"E01031932",8,10.688
"E01009338",1,52.126
"E01009746",1,44.927
"E01009485",1,53.405
"E01009718",1,53.06
"E01031783",2,36.737
"E01032036",4,23.521
"E01009683",4,25.622
"E01010914",3,28.383
"E01010993",2,36.24
"E01011041",2,40.889
"E01010964",1,71.544
"E01010986",3,33.221
"E01011090",3,28.033
"E01011946",9,6.765
"E01011063",5,19.638
"E01032173",9,6.831
"E01031816",9,7.682
"E01032150",10,5.551
"E01032081",5,17.818
"E01032155",10,2.207
"E01010928",1,49.042
"E01032217",5,20.101
"E01011744",8,10.894
"E01011559",1,47.145
"E01011578",7,13.995
"E01009540",1,52.31
"E01011969",7,14.203
"E01011866",1,45.104
"E01011879",6,14.637
"E01012023",8,10.772
"E01032645",4,25.663
"E01011427",1,68.482
"E01032359",4,25.68
"E01032727",10,5.812
"E01011513",9,7
"E01011416",6,14.767
"E01011718",3,33.074
"E01010842",1,63.301
"E01009424",7,13.963
"E01009307",1,54.64
"E01009406",1,47.428
"E01009721",5,21.239
"E01009571",1,54.441
"E01009366",1,54.819
"E01009538",3,30.845
"E01012025",8,10.525
"E01011986",3,28.628
"E01011993",1,45.778
"E01011431",1,60.536
"E01009423",4,25.804
"E01009362",1,61.205
"E01009328",1,49.57
"E01004335",2,39.67
"E01004460",3,29.841
"E01001909",4,22.51
"E01001558",2,39.726
"E01027299",7,12.78
"E01027136",5,18.39
"E01004488",6,14.58
"E01004607",9,6.918
"E01001849",2,34.104
"E01001657",8,11.265
"E01002216",7,12.222
"E01001934",4,23.795
"E01001563",6,16.576
"E01001499",4,24.023
"E01001917",6,15.582
"E01004238",3,30.706
"E01027061",5,19.594
"E01004178",6,17.18
"E01004208",4,25.084
"E01027015",10,3.564
"E01027670",10,4.144
"E01026972",3,27.6
"E01026794",4,22.98
"E01004968",9,7.727
"E01005006",4,21.673
"E01004441",5,18.76
"E01027257",1,46.455
"E01005031",3,31.323
"E01004169",3,27.196
"E01005019",9,7.566
"E01027405",8,8.656
"E01027554",7,13.033
"E01027565",10,4.871
"E01027543",1,47.545
"E01027546",1,47.659
"E01001718",5,20.149
"E01001738",4,22.939
"E01001650",3,31.966
"E01011080",1,45.285
"E01011313",2,33.43
"E01011325",3,30.184
"E01011164",5,18.916
"E01011342",1,56.031
"E01011305",6,14.406
"E01010948",5,18.54
"E01001565",6,16.271
"E01001511",4,21.859
"E01027465",9,7.459
"E01001607",5,17.855
"E01002148",8,10.409
"E01001586",4,24.143
"E01001600",7,13.508
"E01002228",7,13.791
"E01027648",6,15.098
"E01027802",5,18.252
"E01027820",1,49.546
"E01027683",10,1.872
"E01027393",1,51.243
"E01027714",9,8.064
"E01027485",4,25.317
"E01031529",5,19.802
"E01031106",5,19.343
"E01031508",6,15.201
"E01031379",7,11.853
"E01033299",4,25.837
"E01033401",3,27.559
"E01031559",3,27.949
"E01031514",6,16.154
"E01033448",5,20.708
"E01031278",9,7.491
"E01031004",9,8.424
"E01031254",9,6.695
"E01031386",4,26.253
"E01031549",3,26.885
"E01031202",10,5.158
"E01033436",1,44.765
"E01033548",4,24.849
"E01033568",7,13.113
"E01033456",1,52.88
"E01033543",5,20.586
"E01032739",7,13.584
"E01033383",2,41.894
"E01033579",5,21.114
"E01033400",3,32.233
"E01030636",9,7.149
"E01033390",10,5.862
"E01033261",6,16.317
"E01033391",9,7.463
"E01033437",1,50.83
"E01033427",8,11.142
"E01030702",4,26.131
"E01030660",7,11.839
"E01030694",7,13.229
"E01030099",6,15.913
"E01032326",10,4.29
"E01032289",9,8.046
"E01032295",6,16.026
"E01032341",9,7.161
"E01030212",6,15.97
"E01030565",8,10.905
"E01032397",5,20.733
"E01030394",10,5.25
"E01030642",9,7.171
"E01030426",6,17.436
"E01030695",10,4.025
"E01032297",9,7.23
"E01032557",1,61.526
"E01032366",8,9.479
"E01032518",1,53.562
"E01031268",9,8.54
"E01031148",9,8.246
"E01032513",2,35.818
"E01031087",4,24.331
"E01032354",5,18.689
"E01032333",1,46.46
"E01032340",5,20.069
"E01032906",2,37.889
"E01032534",4,25.411
"E01032412",7,13.98
"E01032383",6,14.463
"E01026151",6,16.716
"E01026305",10,4.318
"E01026032",4,22.039
"E01025966",5,20.728
"E01026269",9,8.421
"E01025855",7,13.59
"E01026199",6,14.354
"E01026077",3,30.002
"E01025985",7,11.602
"E01025870",9,5.92
"E01031551",5,20.678
"E01025831",9,6.03
"E01025983",8,9.83
"E01032637",8,10.025
"E01025821",6,16.003
"E01032428",5,20.244
"E01032581",3,27.56
"E01032992",8,10.187
"E01032563",8,8.916
"E01032568",4,25.535
"E01032673",4,25.104
"E01032675",10,2.622
"E01032643",8,10.993
"E01032335",9,6.413
"E01032536",3,27.154
"E01026331",6,16.593
"E01026225",9,7.722
"E01032226",8,9.727
"E01032460",6,17.388
"E01032374",6,16.763
"E01032995",5,20.269
"E01032917",4,24.807
"E01032966",8,9.86
"E01033090",3,32.928
"E01033106",8,8.928
"E01033008",5,20.52
"E01033071",4,23.061
"E01032756",6,16.627
"E01032734",6,16.737
"E01032799",2,33.362
"E01032833",6,14.592
"E01032778",6,17.421
"E01032868",5,18.942
"E01032794",8,10.806
"E01031481",5,18.683
"E01031709",6,15.257
"E01031516",7,13.717
"E01031358",3,31.412
"E01031473",3,27.292
"E01031311",5,19.492
"E01031753",9,8.216
"E01031455",3,26.871
"E01031560",7,12.98
"E01031346",6,14.397
"E01031214",10,3.898
"E01031307",10,3.57
"E01031430",3,31.238
"E01032131",3,31.965
"E01031440",6,17.122
"E01031400",3,30.464
"E01015953",5,18.014
"E01016876",6,16.513
"E01016907",3,29.558
"E01016048",4,22.538
"E01016871",6,17.461
"E01016220",7,11.688
"E01017101",4,21.599
"E01017010",8,8.822
"E01017921",8,10.308
"E01017599",4,23.461
"E01017616",6,15.508
"E01018054",8,9.777
"E01017594",2,39.495
"E01015958",4,24.856
"E01017757",10,3.548
"E01017624",9,7.868
"E01012776",4,23.675
"E01012843",1,67.75
"E01012789",1,54.793
"E01017429",9,6.1
"E01017442",10,5.191
"E01017394",9,6.467
"E01017414",9,6.929
"E01017496",8,10.904
"E01016203",5,19.614
"E01015877",3,28.785
"E01015881",7,14.097
"E01016418",8,9.125
"E01015886",1,60.586
"E01015847",8,10.605
"E01015964",7,13.553
"E01017384",5,19.318
"E01017271",4,22.39
"E01016632",10,4.452
"E01017243",5,18.566
"E01016563",10,3.109
"E01016381",3,30.012
"E01017236",1,46.37
"E01017348",4,26.241
"E01017922",6,14.289
"E01017793",6,15.143
"E01017830",9,7.408
"E01018050",8,9.761
"E01017266",2,35.474
"E01017211",4,25.668
"E01017979",3,30.353
"E01017669",8,10.581
"E01016149",5,19.605
"E01016170",7,13.434
"E01017762",10,4.042
"E01016070",3,27.421
"E01018025",8,8.821
"E01016305",7,13.295
"E01016191",7,13.845
"E01016687",10,4.552
"E01016583",10,3.53
"E01016832",5,18.58
"E01016479",4,21.754
"E01016668",10,5.1
"E01017747",8,9.521
"E01016469",6,16.739
"E01007561",9,8.414
"E01018292",10,4.416
"E01007698",5,17.884
"E01007585",6,16.647
"E01018222",9,7.048
"E01006784",2,35.773
"E01006791",1,66.9
"E01018336",6,14.516
"E01007852",3,27.493
"E01007575",1,69.904
"E01018523",2,40.819
"E01018394",6,16.451
"E01007833",6,16.972
"E01007563",1,51.938
"E01007932",10,4.366
"E01018213",5,20.26
"E01018083",4,23.533
"E01018084",4,22.549
"E01018331",7,12.591
"E01016867",1,52.813
"E01016733",4,24.301
"E01016787",5,20.128
"E01007448",2,39.312
"E01006763",1,46.699
"E01018582",7,11.831
"E01007000",3,28.048
"E01006870",1,46.381
"E01018589",10,2.002
"E01018561",10,4.329
"E01018204",9,6.528
"E01017884",10,4.022
"E01017373",10,5.236
"E01012611",7,13.836
"E01017298",5,18.731
"E01018053",7,13.967
"E01017889",7,13.003
"E01017285",7,12.962
"E01017784",10,4.352
"E01013147",2,39.173
"E01013155",8,9.004
"E01012708",3,32.225
"E01012762",4,24.365
"E01012854",1,70.596
"E01012522",2,34.443
"E01012848",1,44.368
"E01007631",9,6.748
"E01018484",2,35.562
"E01017262",4,23.617
"E01017147",9,8.071
"E01018405",10,5.505
"E01018584",10,4.707
"E01007714",1,60.282
"E01007598",6,15.087
"E01017190",8,10.545
"E01017592",6,15.37
"E01017775",9,6.977
"E01017470",9,7.323
"E01017154",1,51.852
"E01017352",8,9.375
"E01017458",8,8.899
"E01017723",4,26.245
"E01017514",3,30.84
"E01017537",2,35.51
"E01017492",2,33.282
"E01017513",7,14.036
"E01017552",3,27.69
"E01017563",10,4.709
"E01017542",5,19.975
"E01018095",4,25.833
"E01018210",6,15.994
"E01018080",5,17.853
"E01017549",9,6.31
"E01018093",3,29.383
"E01018197",8,10.403
"E01018146",4,22.93
"E01015974",7,12.146
"E01016426",10,3.562
"E01018842",5,20.195
"E01016063",1,56.532
"E01016083",1,51.436
"E01016038",3,32.369
"E01016055",4,22.594
"E01016295",2,35.711
"E01016084",3,27.647
"E01018695",10,5.21
"E01018760",4,23.062
"E01018651",6,16.882
"E01018782",4,23.286
"E01018678",10,3.121
"E01018873",3,29.602
"E01014944",10,3.495
"E01014965",10,5.228
"E01015080",1,54.04
"E01015121",9,7.157
"E01017684",9,6.862
"E01017577",7,11.322
"E01014705",8,10.467
"E01014717",10,3.764
"E01022496",10,5.474
"E01015436",7,12.614
"E01014850",10,5.613
"E01015647",1,57.289
"E01014737",10,1.585
"E01014764",6,14.309
"E01015478",6,15.357
"E01018906",6,17.361
"E01019089",3,26.854
"E01018882",9,6.739
"E01019202",5,20.943
"E01019081",3,32.327
"E01018138",5,21.495
"E01018952",4,24.739
"E01018899",8,10.25
"E01017754",10,3.943
"E01017699",3,26.739
"E01018979",4,22.146
"E01017675",10,3.123
"E01017744",8,9.969
"E01018941",4,24.816
"E01017634",6,15.845
"E01016153",1,45.082
"E01016342",9,6.937
"E01016371",5,18.505
"E01016247",9,6.922
"E01019553",7,13.5
"E01019275",6,14.881
"E01019309",4,23.775
"E01019243",10,5.389
"E01017100",6,17.419
"E01016190",8,9.32
"E01017079",3,31.963
"E01016995",9,7.738
"E01019347",9,6.995
"E01016182",10,1.586
"E01016134",6,16.384
"E01016829",4,23.355
"E01016777",7,13.368
"E01016801",8,9.062
"E01016887",6,14.755
"E01017788",8,10.787
"E01018169",6,15.467
"E01016870",8,10.429
"E01017844",5,20.176
"E01019258",8,10.296
"E01019383",8,9.193
"E01019412",10,5.661
"E01019340",4,23.022
"E01016744",1,44.516
"E01017966",8,10.18
"E01016813",6,16.177
"E01018256",10,3.545
"E01018228",8,9.597
"E01019108",2,39.959
"E01019226",5,18.524
"E01018625",5,18.151
"E01018298",8,9.599
"E01018834",6,16.277
"E01018248",10,3.9
"E01019097",1,62.27
"E01018306",10,2.045
"E01016124",6,16.246
"E01019155",7,13.747
"E01019237",6,16.907
"E01019175",2,36.138
"E01019112",1,51.179
"E01019562",2,35.186
"E01017076",3,33.249
"E01019541",3,29.374
"E01019450",4,26.17
"E01017027",5,18.638
"E01017156",2,38.486
"E01016937",3,28.137
"E01017302",8,9.085
"E01019521",6,16.364
"E01019420",3,28.39
"E01018233",5,18.974
"E01018354",3,32.638
"E01019489",6,16.046
"E01019569",3,30.496
"E01017084",5,21.327
"E01024778",9,6.801
"E01024942",2,39.638
"E01024948",8,10.312
"E01024845",8,10.533
"E01024850",10,4.09
"E01025044",2,38.489
"E01012545",2,41.967
"E01025002",6,16.723
"E01013412",7,12.32
"E01013448",2,37.19
"E01013509",5,19.938
"E01013521",2,42.591
"E01013252",9,6.121
"E01024783",6,17.626
"E01013245",3,31.249
"E01012261",6,17.26
"E01012041",1,77.591
"E01012150",1,52.667
"E01012341",1,53.165
"E01012356",3,28.089
"E01012289",3,31.385
"E01012333",4,24.341
"E01024036",6,15.85
"E01025019",10,3.51
"E01025170",4,24.415
"E01025197",7,13.076
"E01025097",3,31.311
"E01025239",5,19.83
"E01025152",2,33.405
"E01024832",10,5.393
"E01013553",3,27.459
"E01013458",4,21.615
"E01010933",6,16.797
"E01013528",6,14.543
"E01010840",1,62.245
"E01011139",2,34.859
"E01013490",7,12.4
"E01010800",1,68.848
"E01011950",1,64.879
"E01011957",2,38.542
"E01012138",8,8.706
"E01012200",9,7.127
"E01013504",2,36.867
"E01010882",5,17.698
"E01013502",3,32.491
"E01023194",10,5.568
"E01023206",5,17.813
"E01013323",6,17.453
"E01013345",7,13.309
"E01013281",1,44.849
"E01013308",4,24.957
"E01022950",9,7.981
"E01022995",10,3.545
"E01010953",9,7.292
"E01010769",9,8.228
"E01011148",1,55.858
"E01010938",1,58.785
"E01023045",10,5.626
"E01023077",4,24.883
"E01010787",6,15.053
"E01024711",5,19.494
"E01013894",5,18.223
"E01024485",5,19.802
"E01024766",6,17.335
"E01013872",2,35.823
"E01014045",5,19.033
"E01014050",5,18.749
"E01013953",7,12.806
"E01024674",5,18.296
"E01024715",3,29.344
"E01024643",5,20.471
"E01024569",7,13.828
"E01024667",1,58.785
"E01024713",3,29.57
"E01024703",5,17.868
"E01014308",5,19.114
"E01014204",7,12.798
"E01014228",6,15.331
"E01013916",2,43.691
"E01025485",7,11.432
"E01025341",10,2.099
"E01025394",4,24.388
"E01025610",5,18.376
"E01014043",8,8.973
"E01014125",2,40.951
"E01025687",8,9.083
"E01014084",6,17.244
"E01014191",4,24.062
"E01014113",1,49.811
"E01014299",6,15.992
"E01013058",8,10.26
"E01012792",7,14.126
"E01023389",9,7.116
"E01013047",4,24.185
"E01024699",2,42.107
"E01012904",5,19.611
"E01012795",2,34.671
"E01012980",4,26.402
"E01023378",9,6.54
"E01012526",1,47.084
"E01012540",7,13.018
"E01023460",10,5.483
"E01012226",8,10.081
"E01023464",10,4.806
"E01023429",5,18.907
"E01024483",9,7.165
"E01024639",5,19.373
"E01000418",5,18.667
"E01000421",9,7.222
"E01024630",6,15.043
"E01025086",8,9.204
"E01024564",7,12.77
"E01024386",9,6.97
"E01000506",3,30.431
"E01013084",1,60.084
"E01013026",7,12.064
"E01000495",3,32.579
"E01012809",1,59.721
"E01012894",1,47.757
"E01013165",1,68.477
"E01011898",4,26.129
"E01011839",4,24.776
"E01011774",5,18.764
"E01011893",8,11.238
"E01011702",10,3.078
"E01011081",1,51.716
"E01011864",1,50.699
"E01011685",9,6.321
"E01010691",10,3.679
"E01010758",8,9.606
"E01011826",8,10.23
"E01011834",4,24.64
"E01002270",9,6.589
"E01011735",1,61.807
"E01002237",5,20.045
"E01002326",5,19.584
"E01002347",6,14.333
"E01001882",7,13.532
"E01001956",3,27.284
"E01001814",3,32.729
"E01001875",2,33.544
"E01002067",2,39.987
"E01002177",7,13.931
"E01001963",9,8.6
"E01011159",7,11.993
"E01011110",6,15.063
"E01001958",2,38.666
"E01010958",1,47.432
"E01011056",8,9.403
"E01011167",2,43.529
"E01016794",9,7.281
"E01016728",7,14.133
"E01017032",1,44.842
"E01016598",10,2.101
"E01007794",1,49.757
"E01007334",7,13.541
"E01016591",10,2.561
"E01007279",8,9.076
"E01007463",1,64.478
"E01007374",3,27.43
"E01007418",9,7.038
"E01007527",8,11.012
"E01016707",10,2.629
"E01017130",1,61.421
"E01017066",6,15.25
"E01007195",9,7.019
"E01007290",1,62.373
"E01007550",3,32.789
"E01007480",3,29.621
"E01002284",3,29.637
"E01002316",2,40.727
"E01007256",8,11.268
"E01007121",1,72.839
"E01007921",8,8.683
"E01007822",1,46.543
"E01007267",7,12.793
"E01007766",1,45.708
"E01007492",1,48.844
"E01007221",4,23.83
"E01007724",6,16.493
"E01012329",8,10.072
"E01013707",9,7.559
"E01012514",9,6.549
"E01012313",2,33.925
"E01023170",8,10.432
"E01013851",1,60.829
"E01013760",2,39.533
"E01023124",8,10.307
"E01012368",3,30.626
"E01012423",6,15.694
"E01011183",8,9.849
"E01011199",9,7.751
"E01013816",5,21.166
"E01012499",8,10.058
"E01013811",1,53.234
"E01012859",1,66.451
"E01012923",6,14.276
"E01013189",8,9.475
"E01013211",4,21.756
"E01012461",10,5.16
"E01012471",8,10.803
"E01011961",2,33.731
"E01012026",3,28.978
"E01013691",1,71.829
"E01012928",1,55.928
"E01013864",1,45.803
"E01013555",4,22.637
"E01012054",5,18.298
"E01012108",2,41.167
"E01013068",10,3.94
"E01026312",2,43.231
"E01026654",5,21.467
"E01011451",6,15.018
"E01026275",7,13.266
"E01026575",5,20.451
"E01026173",1,68.992
"E01026717",2,34.006
"E01026455",2,37.256
"E01026342",9,8.127
"E01026439",8,9.515
"E01011483",1,47.904
"E01011556",7,13.3
"E01011673",1,57.896
"E01011419",9,7.613
"E01011598",6,15.501
"E01011231",4,23.71
"E01011245",3,30.205
"E01011869",1,46.597
"E01011871",3,29.204
"E01011340",1,52.044
"E01011372",1,78.577
"E01011570",9,6.021
"E01011591",7,13.047
"E01011885",6,15.63
"E01011260",3,31.842
"E01026174",4,25.29
"E01011876",4,25.917
"E01011916",1,53.088
"E01011944",3,30.265
"E01011286",3,27.153
"E01030045",9,7.387
"E01030094",5,19.334
"E01000001",9,6.208
"E01017206",4,24.699
"E01017217",4,25.703
"E01017325",3,30.614
"E01017279",5,17.835
"E01008323",8,11.151
"E01008426",1,69.406
"E01017085",5,21.158
"E01017098",3,29.329
"E01015744",3,31.271
"E01010666",1,73.106
"E01017160",5,20.458
"E01015815",9,6.246
"E01017280",1,58.159
"E01017149",3,29.899
"E01015791",2,35.715
"E01017120",1,57.973
"E01008743",1,56.65
"E01010431",6,16.842
"E01008858",1,51.041
"E01008783",8,8.973
"E01008927",1,50.533
"E01008753",3,33.227
"E01010443",1,54.494
"E01009071",3,28.171
"E01008381",6,15.844
"E01008474",2,38.967
"E01008377",2,42.29
"E01008956",6,15.361
"E01008669",1,60.56
"E01008682",1,53.219
"E01008577",6,17.11
"E01016864",1,52.803
"E01016576",8,9.276
"E01016830",8,10.051
"E01016883",7,11.381
"E01017219",2,39.655
"E01017300",6,17.183
"E01016869",4,25.538
"E01017226",8,8.631
"E01007422",8,10.193
"E01007266",9,7.301
"E01007185",6,14.374
"E01007464",2,40.683
"E01007026",2,39.086
"E01007129",1,75.76
"E01007295",1,59.878
"E01016989",5,17.664
"E01016709",10,1.191
"E01016789",7,12.262
"E01016536",6,14.247
"E01010641",7,13.785
"E01017152",5,19.046
"E01015713",3,28.353
"E01015683",7,11.744
"E01017081",4,22.004
"E01017042",4,26.185
"E01017244",2,38.139
"E01017277",4,24.974
"E01016888",9,6.624
"E01016891",4,22.696
"E01016929",8,10.361
"E01017430",5,20.018
"E01017998",9,6.658
"E01017515",3,29.065
"E01017502",1,50.827
"E01017541",9,7.954
"E01017491",7,12.686
"E01018033",5,19.074
"E01017734",9,7.21
"E01006990",10,4.112
"E01007712",7,12.155
"E01006923",7,12.032
"E01006815",3,30.586
"E01007805",2,40.138
"E01007818",7,11.718
"E01007792",8,9.303
"E01017845",5,21.491
"E01016137",4,25.613
"E01018074",7,13.583
"E01017749",10,5.066
"E01016205",7,13.464
"E01016310",7,13.425
"E01016135",5,21.343
"E01016387",10,3.136
"E01007494",2,34.457
"E01017993",9,6.943
"E01017622",7,13.48
"E01017926",4,22.748
"E01007439",7,13.475
"E01018043",7,11.656
"E01007700",7,12.562
"E01009264",3,32.155
"E01009442",7,14.197
"E01016925",5,19.835
"E01009238",3,30.546
"E01009450",6,14.564
"E01009461",9,6.013
"E01009426",10,4.237
"E01009579",1,53.177
"E01009155",1,66.559
"E01009418",5,19.086
"E01008984",2,41.678
"E01009344",1,56.91
"E01009089",3,27.488
"E01016896",8,10.358
"E01009227",4,22.275
"E01007325",1,60.218
"E01007543",1,64.733
"E01007934",10,5.573
"E01007950",1,45.068
"E01006883",7,13.753
"E01007027",9,8.147
"E01007428",8,9.161
"E01007286",6,14.695
"E01009590",5,20.072
"E01009495",1,51.745
"E01009550",7,11.398
"E01009165",2,41.325
"E01007827",7,12.097
"E01007388",5,18.126
"E01007857",1,46.856
"E01013828",3,28.833
"E01014121",4,24.085
"E01013936",4,25.942
"E01013929",4,25.286
"E01013941",4,23.922
"E01013870",2,38.545
"E01014157",7,11.473
"E01013978",6,17.118
"E01020717",9,6.194
"E01021269",4,22.252
"E01020647",2,40.559
"E01020566",6,15.045
"E01021284",10,4.552
"E01021292",2,43.284
"E01021272",4,26.081
"E01014022",9,6.768
"E01016435",4,26.376
"E01014226",2,37.873
"E01014012",7,13.522
"E01016440",3,31.471
"E01016487",5,19.293
"E01016429",10,3.34
"E01016572",9,6.041
"E01021129",9,8.557
"E01014098",4,22.712
"E01013973",5,19.802
"E01014066",5,20.421
"E01021101",4,22.377
"E01014188",8,10.32
"E01021257",9,8.553
"E01015204",3,29.233
"E01014966",10,3.843
"E01015144",1,45.576
"E01015202",6,17.005
"E01014661",2,34.116
"E01014688",1,48.044
"E01014877",10,2.46
"E01014815",3,27.21
"E01014619",9,7.081
"E01022708",10,1.363
"E01027196",3,27.457
"E01022677",6,15.093
"E01022738",3,29.968
"E01015138",7,14.21
"E01022595",9,6.048
"E01021020",1,44.048
"E01021192",10,5.501
"E01021411",8,10.803
"E01021469",10,5.413
"E01020624",2,41.315
"E01020767",1,64.313
"E01021048",3,30.734
"E01020988",7,12.101
"E01014870",6,16.31
"E01022608",10,4.527
"E01022634",6,17.421
"E01022492",8,9.641
"E01021333",8,8.737
"E01021039",10,5.75
"E01021364",10,5.752
"E01007349",2,37.005
"E01013789",7,12.858
"E01007447",2,33.465
"E01007417",2,37.755
"E01013795",7,12.734
"E01013823",2,42.915
"E01013758",4,21.95
"E01015011",4,22.746
"E01015094",3,28.708
"E01007409",6,15.014
"E01016362",6,14.516
"E01015093",3,28.634
"E01015052",3,30.819
"E01007396",5,20.449
"E01015110",9,7.272
"E01007979",1,69.517
"E01007881",2,39.341
"E01007243",5,19.842
"E01007245",7,12.489
"E01007172",9,6.971
"E01007431",8,11.229
"E01007673",3,30.822
"E01007955",10,4.241
"E01015042",4,24.854
"E01014993",9,8.203
"E01014998",9,7.539
"E01015106",6,14.678
"E01007697",2,40.713
"E01007655",1,51.056
"E01007862",10,4.461
"E01007583",5,19.889
"E01007597",1,51.49
"E01007938",10,3.989
"E01007565",6,14.6
"E01006995",6,14.759
"E01006909",1,74.52
"E01007620",6,14.581
"E01007653",5,21.027
"E01016675",8,10.942
"E01016532",10,2.557
"E01016567",8,9.38
"E01016303",8,8.665
"E01007571",3,30.394
"E01007540",4,24.838
"E01007479",3,29.246
"E01016406",5,18.483
"E01016309",7,13.429
"E01016397",2,40.507
"E01016286",9,7.734
"E01006842",2,39.32
"E01016330",9,7.148
"E01016279",6,17.604
"E01006824",8,8.872
"E01006802",5,20.449
"E01006596",6,15.094
"E01006875",1,55.342
"E01006757",1,58.579
"E01006895",9,7.938
"E01006582",8,8.912
"E01016677",9,7.319
"E01007425",9,7.393
"E01007220",1,71.432
"E01007352",1,51.535
"E01007175",1,57.085
"E01006887",4,21.639
"E01007230",3,32.245
"E01007165",8,9.357
"E01006848",4,24.707
"E01008293",5,19.297
"E01008299",1,48.178
"E01007961",10,3.211
"E01007911",7,12.819
"E01007936",10,5.424
"E01008082",1,58.085
"E01008115",4,25.469
"E01008020",6,16.647
"E01008208",3,29.111
"E01025442",3,28.433
"E01007189",10,4.441
"E01008294",9,8.615
"E01025447",1,55.21
"E01025484",9,8.437
"E01025415",5,20.054
"E01025167",6,14.929
"E01007999",7,12.077
"E01008260",9,7.939
"E01007274",1,76.106
"E01008072",2,38.548
"E01008166",2,34.293
"E01008231",2,41.17
"E01008103",1,54.815
"E01010246",7,12.672
"E01010273",1,54.172
"E01010453",2,40.812
"E01010498",7,12.539
"E01010588",6,15.377
"E01009835",3,27.861
"E01009758",1,46.385
"E01009647",5,17.974
"E01010337",4,22.444
"E01008077",2,36.902
"E01006974",9,7.398
"E01009997",2,36.468
"E01008128",7,11.754
"E01008043",9,6.967
"E01010356",7,12.341
"E01008334",2,39.91
"E01008460",2,43.271
"E01008332",1,64.583
"E01008057",1,46.916
"E01006758",1,58.134
"E01008012",1,52.104
"E01006663",1,48.813
"E01006675",1,53.824
"E01008078",6,16.801
"E01010622",1,52.793
"E01009888",5,21.497
"E01010578",5,20.479
"E01008307",2,38.397
"E01008349",3,30.515
"E01010539",5,17.86
"E01026555",6,14.625
"E01026484",6,14.949
"E01026537",9,6.258
"E01026237",8,9.121
"E01003981",4,26.493
"E01003872",9,7.634
"E01003859",9,6.736
"E01003842",5,20.358
"E01026429",4,22.766
"E01026400",8,10.182
"E01025860",9,6.366
"E01026033",3,28.889
"E01026449",6,15.615
"E01026464",5,18.863
"E01026545",7,14.039
"E01018626",5,21.529
"E01026624",1,72.233
"E01018725",7,14.108
"E01018615",7,13.598
"E01026615",6,16.411
"E01026332",6,14.389
"E01026562",10,4.45
"E01018748",1,56.407
"E01003955",5,18.283
"E01003992",3,32.416
"E01003901",9,7.055
"E01003960",3,27.356
"E01018774",2,36.157
"E01018761",3,29.728
"E01003902",10,5.894
"E01026706",4,25.228
"E01025326",7,13.017
"E01026648",4,22.82
"E01026601",2,35.509
"E01025395",5,20.902
"E01025499",7,11.786
"E01025342",9,7.685
"E01025351",6,15.337
"E01025280",8,11.152
"E01025216",4,22.425
"E01025257",9,6.207
"E01025153",5,18.873
"E01026635",1,52.938
"E01026728",5,20.762
"E01025130",7,12.937
"E01025903",6,15.282
"E01025832",10,3.26
"E01025822",3,29.582
"E01025921",9,6.996
"E01026054",5,18.175
"E01025979",9,6.581
"E01025218",1,59.736
"E01025220",2,43.707
"E01025984",9,6.115
"E01025656",5,17.793
"E01025696",10,3.653
"E01025583",1,60.046
"E01025751",7,13.137
"E01025753",3,29.209
"E01025698",9,8.357
"E01014693",8,11.025
"E01007771",6,17.47
"E01007823",5,19.256
"E01007768",1,59.575
"E01015171",2,35.895
"E01015076",5,20.63
"E01015127",6,16.02
"E01014939",6,14.882
"E01014741",9,7.936
"E01014678",5,20.498
"E01015890",10,5.024
"E01014872",9,7.954
"E01022661",10,3.478
"E01007737",1,68.626
"E01022584",6,15.2
"E01007493",7,13.114
"E01008303",1,71.356
"E01008200",9,7.728
"E01007612",8,9.318
"E01008156",9,6.845
"E01007830",6,16.297
"E01008311",10,5.194
"E01008132",10,3.749
"E01014637",8,10.85
"E01015116",7,11.338
"E01014917",7,14.119
"E01014608",1,44.703
"E01008199",8,9.455
"E01007509",1,53.406
"E01015125",8,10.985
"E01010506",2,40.183
"E01010517",4,22.408
"E01015769",4,25.197
"E01010455",1,44.529
"E01007228",1,51.602
"E01007207",1,66.329
"E01010556",4,26.377
"E01010616",1,46.584
"E01016518",4,22.387
"E01016340",7,13.539
"E01016377",3,26.593
"E01015849",7,12.635
"E01010480",4,25.647
"E01010445",1,58.022
"E01010384",9,6.276
"E01016082",8,10.591
"E01015874",5,17.781
"E01015960",8,9.654
"E01015844",2,40.851
"E01007065",7,12.917
"E01015879",2,36.087
"E01015830",10,3.533
"E01007048",1,49.151
"E01007045",6,16.356
"E01006868",2,34.617
