"LSOA11CD","IMD_2019_decile","IMD_2019_score"
"E01014896",8,9.31
"E01021027",8,9.264
"E01015109",7,12.455
"E01014885",10,3.196
"E01020273",7,11.773
"E01020290",4,26.079
"E01021030",8,9.697
"E01009911",7,11.663
"E01018792",8,11.082
"E01008679",4,21.628
"E01009958",7,11.461
"E01010004",2,42.056
"E01009930",2,35.947
"E01009952",1,46.147
"E01010112",3,28.046
"E01010031",1,60.106
"E01008629",5,20.709
"E01008649",3,32.712
"E01008604",1,50.844
"E01008666",1,69.062
"E01008615",5,19.423
"E01008694",3,32.918
"E01008544",1,60.614
"E01008499",5,19.125
"E01009105",3,26.859
"E01009393",2,38.754
"E01008603",1,49.806
"E01008561",3,32.411
"E01008668",2,42.311
"E01008542",1,49.777
"E01009085",4,24.234
"E01008569",3,32.474
"E01010039",2,42.887
"E01009205",4,25.035
"E01009435",9,7.257
"E01009329",1,50.75
"E01009160",1,71.69
"E01009570",1,44.637
"E01010026",4,21.971
"E01009589",3,30.738
"E01009711",5,21.487
"E01010108",10,5.813
"E01021428",9,7.077
"E01010175",9,6.427
"E01009584",2,35.464
"E01022416",7,12.922
"E01022447",8,8.808
"E01014731",4,23.904
"E01014833",1,58.848
"E01022312",5,18.381
"E01009567",1,50.892
"E01022302",7,12.663
"E01009216",3,29.53
"E01009049",2,36.808
"E01009044",2,34.928
"E01009093",1,59.466
"E01009070",7,13.977
"E01009368",1,62.676
"E01009313",4,25.006
"E01009487",2,40.622
"E01021459",10,3.067
"E01009644",8,10.782
"E01021493",5,18.004
"E01021607",8,9.065
"E01021478",9,8.05
"E01009686",8,9.571
"E01009724",9,5.966
"E01014859",9,6.193
"E01022486",6,17.28
"E01016007",1,53.537
"E01014849",10,5.829
"E01015902",3,28.093
"E01016232",8,10.348
"E01014616",10,5.753
"E01015885",10,3.015
"E01020147",5,18.027
"E01020182",5,18.175
"E01020329",6,16.294
"E01020425",8,9.207
"E01014702",7,13.294
"E01015930",4,22.811
"E01014644",3,27.958
"E01015251",8,10.024
"E01015254",7,14.228
"E01022395",10,3.116
"E01022400",6,15.294
"E01022316",9,6.357
"E01022368",10,5.114
"E01015112",7,12.758
"E01015118",8,9.284
"E01016099",8,11.111
"E01015795",3,32.305
"E01016235",10,4.314
"E01016045",3,28.57
"E01015153",1,68.64
"E01015164",4,21.662
"E01015823",8,9.208
"E01026019",4,23.046
"E01022126",6,14.653
"E01026209",9,7.768
"E01025970",10,5.126
"E01021357",5,18.182
"E01022274",7,12.687
"E01022193",10,2.52
"E01021353",7,13.42
"E01026119",9,8.554
"E01026156",2,33.455
"E01021444",8,11.168
"E01021500",1,56.301
"E01026380",6,16.729
"E01026201",5,18.525
"E01026375",1,46.824
"E01021204",6,17.049
"E01021215",8,10.103
"E01021362",6,17.073
"E01021381",7,12.059
"E01019094",5,18.906
"E01019148",7,11.735
"E01025761",10,2.665
"E01025776",10,4.993
"E01021988",1,92.735
"E01021241",5,18.853
"E01022298",8,9.133
"E01021950",7,11.593
"E01021578",7,11.861
"E01021580",10,3.201
"E01021260",3,26.587
"E01019928",6,14.803
"E01016445",3,32.811
"E01020715",4,24.35
"E01019923",5,19.514
"E01020055",5,20.493
"E01019887",5,21.369
"E01016462",4,26.443
"E01020044",6,14.588
"E01021058",6,17.536
"E01021064",5,20.422
"E01020761",2,38.46
"E01020763",2,41.86
"E01020886",3,30.228
"E01020711",4,21.957
"E01020836",3,28.564
"E01021509",6,16.325
"E01021566",8,9.293
"E01016293",7,11.915
"E01016296",8,9.05
"E01021589",6,16
"E01021611",10,5.557
"E01026161",2,40.596
"E01026195",9,7.572
"E01016410",10,4.151
"E01019441",2,37.801
"E01019895",10,5.719
"E01016408",7,11.443
"E01019187",3,28.899
"E01019221",3,29.644
"E01019459",3,32.265
"E01008795",5,18.582
"E01009068",8,10.384
"E01008702",1,67.052
"E01009389",2,35.706
"E01009065",4,22.482
"E01016178",5,18.758
"E01009032",5,19.494
"E01008719",2,43.377
"E01015752",4,22.984
"E01015764",7,13.879
"E01009054",2,35.267
"E01009053",1,53.905
"E01015627",7,14.199
"E01008877",7,13.753
"E01015523",9,7.392
"E01015708",9,7.472
"E01015725",2,34.592
"E01015321",4,25.576
"E01015375",5,21.536
"E01015277",2,33.887
"E01015287",4,24.404
"E01015442",3,30.652
"E01015493",7,12.484
"E01015428",7,12.973
"E01016254",5,18.331
"E01016207",4,21.65
"E01015412",9,6.952
"E01016133",9,6.87
"E01016161",1,48.254
"E01016271",4,22.403
"E01019266",4,25.695
"E01019043",5,19.761
"E01019500",2,40.477
"E01019234",2,41.998
"E01026363",8,11.137
"E01025557",7,13.333
"E01019045",7,12.713
"E01026352",10,5.028
"E01025627",6,14.898
"E01025646",5,17.852
"E01025901",9,7.97
"E01025919",6,15.081
"E01019080",4,24.798
"E01019436",5,18.457
"E01019067",5,19.523
"E01025577",3,31.708
"E01025615",10,4.055
"E01025779",9,6.612
"E01025883",9,7.833
"E01015650",8,9.315
"E01015687",8,10.088
"E01025503",2,43.737
"E01025517",4,22.618
"E01026479",6,15.33
"E01026265",6,15.798
"E01025563",7,13.615
"E01026466",5,20.079
"E01025526",4,21.709
"E01025537",7,12.814
"E01026299",7,12.41
"E01024153",10,4.988
"E01024393",5,21.097
"E01023977",6,15.532
"E01024206",5,21.144
"E01024013",6,15.244
"E01024826",9,8.275
"E01024355",7,12.327
"E01024019",2,42.113
"E01000254",9,7.764
"E01010378",5,18.935
"E01000120",10,5.902
"E01000271",9,6.648
"E01000184",3,31.921
"E01024003",7,11.994
"E01010369",1,52.658
"E01000191",9,6.834
"E01000482",2,33.304
"E01000468",5,20.855
"E01000325",10,5.875
"E01000294",7,12.242
"E01000358",9,6.15
"E01000345",9,6.252
"E01000655",8,10.106
"E01000632",5,18.641
"E01006348",8,8.699
"E01024100",8,8.857
"E01024820",10,1.793
"E01006386",1,75.885
"E01006220",3,31.996
"E01024839",7,11.373
"E01024068",9,7.687
"E01000245",4,24.116
"E01000205",9,7.725
"E01000117",8,9.642
"E01000107",3,28.332
"E01000502",3,28.682
"E01000497",4,23.67
"E01000060",2,36.154
"E01006528",3,28.532
"E01014320",8,8.751
"E01012911",8,11.12
"E01012930",6,17.253
"E01014321",3,26.634
"E01006440",1,67.136
"E01006425",3,27.42
"E01012910",6,17.221
"E01010382",3,30.01
"E01010634",6,17.501
"E01010129",1,53.819
"E01010407",2,34.767
"E01010237",3,30.462
"E01000164",4,25.331
"E01010627",1,50.874
"E01010239",1,44.373
"E01000091",2,42.183
"E01000068",4,25.603
"E01000685",7,12.631
"E01000663",6,17.592
"E01000514",6,14.626
"E01010221",6,17.165
"E01000533",2,38.611
"E01029707",7,14.117
"E01009525",6,16.244
"E01010483",1,58.871
"E01029709",10,3.312
"E01009757",2,37.404
"E01009955",2,35.883
"E01009512",1,45.743
"E01009798",5,18.233
"E01029689",4,21.612
"E01029648",4,25.309
"E01010417",2,42.259
"E01010400",1,46.509
"E01029887",7,11.944
"E01010617",1,70.94
"E01029966",7,12.452
"E01010611",1,45.769
"E01010610",1,63.029
"E01009736",8,10.009
"E01009658",4,23.635
"E01030382",10,4.315
"E01030349",10,5.116
"E01030014",2,36.592
"E01029982",2,43.284
"E01009625",4,24.583
"E01010519",5,19.898
"E01009891",2,42.737
"E01009638",1,71.091
"E01029442",10,3.985
"E01029407",3,29.326
"E01010476",2,39.922
"E01029470",4,21.909
"E01029634",3,28.378
"E01024280",3,28.603
"E01029522",6,16.169
"E01029748",9,6.109
"E01029574",7,13.769
"E01029630",9,6.231
"E01029801",6,16.68
"E01024490",7,13.607
"E01024479",7,12.44
"E01024244",9,7.065
"E01024236",7,13.823
"E01000439",4,23.787
"E01024310",3,32.146
"E01000458",10,5.631
"E01010354",5,21.454
"E01010298",3,28.868
"E01030473",9,6.664
"E01030458",6,16.109
"E01008384",4,21.926
"E01008376",9,6.417
"E01010665",2,33.429
"E01010621",2,42.27
"E01030433",5,19.744
"E01030543",10,4.71
"E01029548",2,43.346
"E01030436",10,2.586
"E01029616",8,10.609
"E01029579",8,9.159
"E01030512",10,3.372
"E01008437",1,68.773
"E01008389",1,59.484
"E01008289",1,51.314
"E01010667",1,45.152
"E01008370",8,8.839
"E01008319",10,4.961
"E01009730",8,10.66
"E01009697",8,9.39
"E01009767",4,24.422
"E01010216",10,4.602
"E01009458",3,28.61
"E01009956",3,30.461
"E01009670",10,5.325
"E01009662",2,34.045
"E01010208",8,9.061
"E01009998",2,35.524
"E01010244",2,37.179
"E01009022",2,35.39
"E01010036",2,34.587
"E01009051",1,48.525
"E01010176",10,4.287
"E01010223",5,19.027
"E01009079",1,61.275
"E01009152",1,49.865
"E01009130",1,60.911
"E01008974",5,20.684
"E01008942",2,42.421
"E01009391",2,40.879
"E01009033",1,45.626
"E01009417",7,12.652
"E01008576",3,32.785
"E01008543",2,33.303
"E01009508",3,32.817
"E01009472",8,10.745
"E01013007",6,14.373
"E01012986",4,22.923
"E01009292",6,15.243
"E01009274",1,44.249
"E01008728",8,10.556
"E01008520",9,7.058
"E01008601",2,42.292
"E01008857",3,30.057
"E01009233",1,46.501
"E01009176",3,27.037
"E01008470",4,22.648
"E01008936",2,34.584
"E01013085",6,16.39
"E01008687",6,17.346
"E01008941",1,52.436
"E01008705",2,37.632
"E01009648",7,13.697
"E01013034",6,15.041
"E01008721",8,10.237
"E01013355",10,4.349
"E01013324",6,16.706
"E01013160",6,16.484
"E01013108",10,3.503
"E01013009",5,20.348
"E01008691",7,11.892
"E01013013",7,12.566
"E01012690",4,21.816
"E01012688",2,41.806
"E01012924",9,5.944
"E01012922",6,15.601
"E01013524",3,27.32
"E01013398",6,14.485
"E01013193",9,8.29
"E01013161",1,48.311
"E01013883",1,45.853
"E01012676",2,38.409
"E01010976",7,13.334
"E01013888",3,31.776
"E01012823",2,42.82
"E01012777",2,33.433
"E01012646",1,56.176
"E01030781",9,7.253
"E01014259",4,25.02
"E01014326",8,10.353
"E01030822",8,9.312
"E01012828",4,24.136
"E01012931",1,50.355
"E01014257",3,30.114
"E01012844",1,60.948
"E01013303",3,29.099
"E01013205",1,65.101
"E01012753",3,27.761
"E01012733",1,55.324
"E01014148",7,12.598
"E01014405",10,3.473
"E01014218",1,55.965
"E01030751",5,20.32
"E01014458",1,43.885
"E01013626",3,29.509
"E01013589",6,17.359
"E01013682",3,32.427
"E01013646",2,36.118
"E01030851",7,12.384
"E01030850",7,13.467
"E01013552",2,36.76
"E01013752",2,34.3
"E01010156",10,2.672
"E01013563",9,6.426
"E01013938",4,21.884
"E01013933",2,38.476
"E01013720",2,43.683
"E01010949",3,31.231
"E01013817",1,63.907
"E01011115",8,9.64
"E01010954",9,7.734
"E01014058",6,15.36
"E01011006",5,20.261
"E01013773",3,27.534
"E01014074",2,34.815
"E01010945",5,19.198
"E01010934",5,21.128
"E01030780",10,5.597
"E01030778",10,4.107
"E01011027",2,34.153
"E01011172",3,27.819
"E01011029",1,57.678
"E01000343",9,8.347
"E01000645",10,4.426
"E01000408",4,23.784
"E01000507",4,22.007
"E01011827",6,14.324
"E01011786",2,33.94
"E01000263",10,5.865
"E01000394",8,9.317
"E01011594",2,33.633
"E01011588",7,12.086
"E01012601",1,66.894
"E01012600",1,47.205
"E01000460",10,5.115
"E01000323",5,18.834
"E01012386",8,10.525
"E01012381",1,67.435
"E01010683",8,10.449
"E01010925",1,50.422
"E01030548",7,13.27
"E01010726",7,11.886
"E01030589",9,6.816
"E01011060",2,33.971
"E01010908",6,15.326
"E01030597",10,2.591
"E01000434",2,38.229
"E01000450",5,18.048
"E01012096",1,50.351
"E01012013",1,47.504
"E01011894",10,5.704
"E01030570",6,16.092
"E01011902",5,21.068
"E01003480",4,24.019
"E01002995",10,5.88
"E01003184",2,33.439
"E01003055",2,34.093
"E01030160",3,27.228
"E01030285",4,21.598
"E01003058",4,24.327
"E01030294",7,11.755
"E01006305",1,47.262
"E01006410",8,10.325
"E01006367",10,5.621
"E01030020",6,14.382
"E01003033",6,14.91
"E01003091",4,23.431
"E01003164",3,28.097
"E01011968",5,19.799
"E01011917",1,56.632
"E01011715",9,7.558
"E01011658",1,72.671
"E01012380",1,50.915
"E01012363",5,21.354
"E01011509",8,11.169
"E01011484",1,53.188
"E01003134",5,19.56
"E01030146",5,18.391
"E01030378",10,4.371
"E01030272",5,19.106
"E01011482",4,25.191
"E01011283",1,60.875
"E01030276",3,27.42
"E01004846",2,42.525
"E01004775",7,12.812
"E01027686",6,16.686
"E01027796",5,18.375
"E01004787",1,67.018
"E01005194",1,46.404
"E01004810",9,7.551
"E01004875",3,28.832
"E01027762",7,13.213
"E01027812",2,39.034
"E01027212",8,9.805
"E01027853",3,27.987
"E01027775",6,15.134
"E01027236",5,18.667
"E01027892",5,19.692
"E01027371",6,15.058
"E01006509",1,62.488
"E01004836",7,13.804
"E01027290",9,7.781
"E01000009",3,32.844
"E01006413",1,75.149
"E01006390",4,21.723
"E01006462",5,21.027
"E01027443",2,33.642
"E01027318",1,49.177
"E01004658",6,15.648
"E01004805",10,5.801
"E01027495",8,9.929
"E01027354",7,12.884
"E01027381",3,26.718
"E01012357",2,37.366
"E01012314",1,45.581
"E01012111",1,44.33
"E01012109",3,29.642
"E01012189",7,12.254
"E01012139",9,7.618
"E01012458",3,28.719
"E01012424",1,62.648
"E01011184",4,21.757
"E01030750",4,23.562
"E01011038",1,58.233
"E01011264",5,20.525
"E01011078",5,18.497
"E01011072",7,13.945
"E01030611",9,7.94
"E01027190",6,14.27
"E01027222",9,8.088
"E01010855",4,21.655
"E01027247",5,21.475
"E01027424",1,55.392
"E01000697",10,3.492
"E01027274",10,4.902
"E01027208",9,6.411
"E01010932",6,14.916
"E01010929",2,39.002
"E01010795",4,24.331
"E01010778",2,38.241
"E01012204",7,11.644
"E01010903",5,17.891
"E01012312",1,59.011
"E01005678",2,42.849
"E01005573",9,7.61
"E01005523",6,16.35
"E01005651",2,34.575
"E01005636",5,18.358
"E01004287",3,29.947
"E01006201",5,18.197
"E01005480",3,32.566
"E01006038",6,17.435
"E01006434",1,62.584
"E01006174",8,9.379
"E01006217",3,29.916
"E01006165",7,13.092
"E01005665",1,71.863
"E01005992",3,32.719
"E01005177",6,14.628
"E01005252",1,53.284
"E01005237",2,40.543
"E01004959",2,41.704
"E01004882",5,19.433
"E01005136",1,44.513
"E01005122",2,42.493
"E01004248",2,43.068
"E01004343",6,15.753
"E01004142",4,25.999
"E01004137",6,16.018
"E01004175",8,10.891
"E01004091",10,4.563
"E01004167",3,31.388
"E01004440",4,25.946
"E01030299",9,6.21
"E01009887",2,34.121
"E01010047",2,37.462
"E01030318",6,16.73
"E01005290",1,56.023
"E01005370",1,50.672
"E01009857",3,28.415
"E01005418",9,8.544
"E01030256",1,46.018
"E01030072",9,8.227
"E01030508",10,3.657
"E01030503",4,23.776
"E01009805",7,12.101
"E01010049",2,34.344
"E01009832",2,35.719
"E01006168",1,52.615
"E01005401",7,11.674
"E01006248",1,73.622
"E01006334",1,55.443
"E01006210",8,9.386
"E01006025",1,63.927
"E01006059",7,13.42
"E01006211",4,25.928
"E01005653",1,64.724
"E01005281",4,22.725
"E01005437",3,33.054
"E01005294",3,27.375
"E01006268",5,18.118
"E01006150",8,9.243
"E01005323",2,40.988
"E01028367",9,8.43
"E01002971",7,12.432
"E01028829",8,8.882
"E01028336",6,14.581
"E01002987",5,18.608
"E01002849",6,17.215
"E01002797",3,32.118
"E01002911",7,12.544
"E01028524",3,27.863
"E01028349",5,18.715
"E01003201",3,28.226
"E01003438",3,26.908
"E01028585",9,7.028
"E01028353",7,11.797
"E01028503",6,14.347
"E01029914",3,29.274
"E01029969",2,33.689
"E01029952",8,11.228
"E01030287",3,32.941
"E01006427",5,20.176
"E01000027",2,37.347
"E01000020",2,36.035
"E01006358",3,32.915
"E01002885",5,19.621
"E01030021",1,52.324
"E01028519",3,30.066
"E01002778",2,39.066
"E01029998",3,32.756
"E01030063",6,14.894
"E01029947",7,11.486
"E01004359",7,12.677
"E01004401",4,22.183
"E01005889",2,33.386
"E01004590",4,25.382
"E01006000",1,47.773
"E01004354",7,13.633
"E01004629",8,8.717
"E01004372",7,11.815
"E01005976",2,39.684
"E01006050",1,61.926
"E01006009",3,27.744
"E01005750",5,21.043
"E01006259",6,14.566
"E01005710",3,28.833
"E01005835",9,8.143
"E01003487",2,43.594
"E01003207",2,36.749
"E01000028",2,40.078
"E01000200",8,9.566
"E01003335",2,33.691
"E01000267",7,12.75
"E01003454",10,5.551
"E01003524",3,28.552
"E01000065",2,39.89
"E01000227",8,9.965
"E01004396",5,19.912
"E01000340",7,12.831
"E01000160",7,12.121
"E01002965",7,12.957
"E01002760",2,38.826
"E01011585",3,31.242
"E01011645",7,12.053
"E01011618",1,51.339
"E01011502",3,31.549
"E01011457",9,6.593
"E01011547",2,35.926
"E01011511",7,12.747
"E01011759",2,37.297
"E01028252",4,26.452
"E01028301",1,51.823
"E01028281",1,46.689
"E01028132",5,21.529
"E01028107",7,12.058
"E01028212",3,26.847
"E01028183",7,14.091
"E01029508",9,6.73
"E01004739",8,9.446
"E01004828",1,45.163
"E01012137",3,30.673
"E01004840",5,21.516
"E01005201",1,54.271
"E01004697",6,16.233
"E01004855",2,43.537
"E01004763",4,23.381
"E01012140",5,20.745
"E01012209",7,13.281
"E01012207",7,13.214
"E01012045",1,69.039
"E01011608",3,33.191
"E01012021",1,60.31
"E01012107",1,45.607
"E01028075",7,13.171
"E01027914",10,3.844
"E01027906",3,27.104
"E01027962",6,16.899
"E01027949",5,20.328
"E01028833",7,12.112
"E01028264",8,8.73
"E01027900",9,5.962
"E01029210",8,10.71
"E01000671",8,10.594
"E01029267",6,15.552
"E01029379",7,11.639
"E01029248",3,31.046
"E01028048",7,12.763
"E01029188",8,9.797
"E01029479",10,5.829
"E01029576",10,3.664
"E01029551",9,8.123
"E01029420",9,8.373
"E01029415",9,8.205
"E01029476",7,11.939
"E01029463",7,11.674
"E01029843",2,35.463
"E01028856",7,12.748
"E01028685",10,4.306
"E01028619",9,6.436
"E01028793",9,7.525
"E01028598",7,13.644
"E01028696",10,4.795
"E01027994",6,14.7
"E01000251",5,18.853
"E01000338",5,18.89
"E01000319",8,9.915
"E01011910",1,58.919
"E01024997",9,6.241
"E01025041",1,67.622
"E01024945",4,23.871
"E01024946",9,7.621
"E01011880",9,8.069
"E01000427",7,12.878
"E01012152",6,15.642
"E01011798",5,19.082
"E01000339",6,16.3
"E01000436",10,5.016
"E01000318",6,14.711
"E01024857",1,44.557
"E01024880",4,25.487
"E01031681",10,3.794
"E01024838",10,2.163
"E01025596",8,10.052
"E01025625",5,20.437
"E01024881",2,39.138
"E01025588",4,24.699
"E01024677",2,41.974
"E01024720",9,6.927
"E01024624",4,23.76
"E01024658",1,58.82
"E01031698",8,11.032
"E01031768",10,2.497
"E01031706",9,7.044
"E01000110",5,17.741
"E01006447",1,65.697
"E01011653",8,8.68
"E01011739",1,56.848
"E01006496",2,35.493
"E01000383",5,21.082
"E01000006",5,19.837
"E01000127",3,27.543
"E01011691",3,32.732
"E01011748",5,19.612
"E01004816",3,30.94
"E01011768",7,12.406
"E01011728",5,18.567
"E01004830",1,47.672
"E01011780",1,67.144
"E01011322",3,31.22
"E01011919",2,33.469
"E01000100",3,31.83
"E01011232",2,42.493
"E01012003",9,7.262
"E01011854",2,36.188
"E01011805",2,41.526
"E01011889",7,11.398
"E01011434",1,61.9
"E01011269",5,20.713
"E01006396",7,13.311
"E01006500",1,48.702
"E01011440",5,19.988
"E01011296",9,7.48
"E01011402",6,16.202
"E01032670",6,17.371
"E01030634",4,26.002
"E01032384",5,20.284
"E01030562",7,13.159
"E01032805",2,37.664
"E01032674",10,4.45
"E01030557",5,18.395
"E01032658",2,41.778
"E01032849",9,8.45
"E01032686",6,16.306
"E01032741",5,18.737
"E01032427",8,11.183
"E01032567",5,18.752
"E01032465",2,38.476
"E01032418",5,20.467
"E01032545",4,22.901
"E01033178",6,15.995
"E01032999",9,6.536
"E01032867",3,27.214
"E01033114",10,2.749
"E01033431",7,12.027
"E01032628",7,13.885
"E01032477",9,8.148
"E01032994",8,10.122
"E01033533",9,6.414
"E01032644",4,24.236
"E01033421",3,28.684
"E01032986",4,24.661
"E01033069",6,17.221
"E01033313",9,7.043
"E01005259",1,72.603
"E01005115",3,31.636
"E01004980",2,42.216
"E01005160",2,33.376
"E01005152",7,12.086
"E01006123",8,9.183
"E01004337",4,26.107
"E01004899",5,20.617
"E01004114",10,4.659
"E01004648",8,10.456
"E01004305",3,30.888
"E01004390",2,34.954
"E01004181",6,16.45
"E01005258",1,49.631
"E01004057",4,21.669
"E01004646",6,14.374
"E01004668",5,18.423
"E01004666",4,26.096
"E01004462",4,23.842
"E01004449",1,46.275
"E01004594",10,5.248
"E01004582",8,9.047
"E01006092",3,31.961
"E01006124",10,5.49
"E01006006",5,20.176
"E01005987",6,14.739
"E01006056",1,50.209
"E01005955",8,9.111
"E01006048",6,16
"E01006262",2,39.295
"E01029304",2,35.928
"E01028939",7,12.188
"E01029149",6,14.783
"E01029064",7,14.169
"E01029679",3,29.857
"E01029812",4,24.98
"E01029071",5,19.978
"E01029867",4,25.097
"E01000130",3,30.863
"E01000375",5,18.295
"E01000236",8,10.572
"E01003711",6,16.89
"E01029037",4,24.062
"E01029095",2,37.614
"E01029110",2,33.946
"E01000490",4,24.206
"E01011424",2,38.7
"E01000580",5,20.094
"E01011223",2,39.539
"E01029337",4,26.439
"E01029199",6,15.133
"E01000438",7,14.031
"E01000526",2,42.123
"E01029100",1,46.205
"E01029622",7,14.18
"E01029873",6,16.007
"E01029716",3,32.227
"E01011216",8,9.889
"E01000469",5,19.895
"E01029752",3,29.793
"E01000039",4,22.288
"E01003085",6,16.358
"E01000488",4,24.308
"E01014328",1,50.093
"E01003150",4,26.483
"E01002990",9,7.626
"E01002960",9,6.07
"E01003017",4,23.436
"E01000098",2,39.405
"E01006477",2,43.54
"E01033289",5,19.83
"E01033096",5,21.032
"E01000125",3,26.704
"E01006507",1,64.601
"E01000054",3,29.788
"E01003606",3,28.551
"E01030420",7,13.725
"E01030475",10,5.308
"E01030630",7,11.659
"E01000401",5,21.111
"E01000549",6,17.113
"E01000532",4,22.1
"E01000179",9,8.467
"E01003000",5,19.425
"E01003753",7,13.373
"E01000089",3,28.968
"E01002927",7,12.635
"E01003663",6,15.078
"E01003755",6,14.75
"E01003629",3,26.957
"E01032351",9,8.483
"E01032250",1,44.905
"E01032260",2,40.372
"E01032082",6,16.714
"E01032087",4,23.261
"E01031928",2,43.276
"E01032053",8,9.068
"E01032132",3,27.94
"E01033002",3,26.958
"E01031717",9,8.425
"E01031761",10,5.654
"E01033072",3,29.345
"E01031824",10,4.893
"E01031703",10,1.928
"E01031869",5,19.808
"E01032257",9,7.875
"E01032695",9,8.314
"E01032154",10,5.676
"E01032558",1,52.51
"E01032328",5,19.799
"E01032267",3,30.443
"E01032432",3,26.582
"E01032186",8,10.668
"E01031659",8,11.132
"E01031574",6,17.163
"E01031585",4,22.462
"E01032203",5,21.081
"E01032334",8,11.132
"E01032229",5,19.5
"E01032168",7,13.093
"E01030794",7,12.619
"E01030916",8,9.401
"E01031241",7,12.08
"E01031115",3,27.213
"E01014478",4,22.641
"E01031100",9,7.412
"E01030885",9,8.386
"E01014564",3,27.355
"E01014511",8,9.995
"E01030655",8,9.985
"E01032103",6,16.618
"E01030617",9,7.137
"E01031189",6,16.418
"E01030795",9,7.849
"E01030604",10,5.146
"E01031836",4,26.128
"E01031482",3,30.026
"E01031496",9,7.416
"E01031885",8,9.347
"E01031459",3,28.522
"E01033035",1,67.767
"E01031654",10,5.577
"E01031504",9,7.178
"E01031020",8,10.065
"E01031201",10,1.136
"E01030599",2,38.264
"E01014447",6,17.518
"E01030986",10,5.569
"E01031853",6,17.222
"E01031107",6,16.354
"E01013882",1,50.013
"E01013772",3,31.362
"E01013784",5,19.64
"E01013910",2,37.476
"E01014369",4,21.642
"E01014348",9,8.404
"E01014350",10,5.873
"E01014131",8,10.79
"E01013394",3,32.522
"E01030905",7,11.517
"E01013568",1,47.078
"E01013465",10,4.282
"E01030960",9,8.584
"E01030904",8,8.651
"E01013847",2,40.679
"E01014366",1,54.873
"E01014316",1,62.647
"E01013498",5,20.089
"E01014267",6,16.976
"E01008463",3,29.726
"E01008639",3,27.959
"E01014255",1,47.399
"E01008465",7,13.888
"E01014153",3,27.423
"E01014056",5,21.3
"E01014069",6,15.629
"E01014216",6,14.72
"E01014298",2,41.694
"E01013768",2,38.941
"E01013562",7,12.969
"E01029938",3,33.112
"E01032821",9,8.23
"E01032431",6,16.177
"E01032368",2,42.474
"E01032815",2,33.303
"E01032902",6,15.146
"E01030003",7,13.504
"E01029836",4,22.347
"E01032411",5,20.352
"E01014252",2,36.312
"E01032137",10,5.634
"E01014213",1,49.329
"E01032398",7,12.94
"E01032680",7,12.018
"E01014166",3,29.212
"E01032920",1,48.564
"E01013908",2,39.596
"E01029988",2,39.168
"E01029774",5,18.075
"E01013893",2,39.7
"E01013428",8,10.18
"E01013440",10,2.773
"E01013924",4,22.097
"E01032327",7,13.163
"E01029721",7,12.599
"E01032860",9,7.27
"E01032717",7,13.472
"E01032298",10,5.204
"E01029680",7,11.817
"E01032367",10,5.05
"E01031331",9,6.581
"E01031292",10,4.304
"E01031315",9,6.234
"E01031904",8,9.294
"E01031905",10,3.788
"E01031828",10,3.743
"E01031876",6,17.441
"E01032018",10,5.68
"E01031961",7,13.964
"E01031601",6,15.451
"E01031621",10,3.155
"E01032073",6,15.115
"E01031647",7,13.633
"E01031591",6,15.181
"E01031726",8,9.5
"E01024111",4,25.028
"E01024190",4,23.903
"E01013676",1,44.825
"E01024075",5,20.894
"E01013822",1,56.636
"E01013861",1,73.321
"E01024197",4,25.627
"E01013780",8,11.197
"E01014026",4,22.255
"E01014123",8,9.76
"E01013959",1,53.131
"E01014006",7,12.783
"E01013556",10,4.891
"E01013590",1,55.042
"E01013463",10,3.607
"E01025376",3,27.538
"E01025429",3,31.371
"E01024776",4,21.937
"E01024817",10,3.296
"E01031493",7,11.522
"E01031279",8,11.008
"E01025470",9,7.983
"E01025493",1,63.056
"E01025155",7,13.473
"E01025174",7,12.402
"E01025702",7,12.397
"E01025101",2,37.805
"E01024727",6,14.654
"E01024773",9,8.37
"E01025233",8,11.067
"E01032863",7,12.357
"E01031393",8,9.532
"E01031462",7,12.841
"E01032907",2,37.671
"E01031387",7,12.017
"E01031967",6,16.614
"E01031499",4,21.914
"E01031489",9,7.187
"E01031269",9,8.37
"E01031329",9,7.894
"E01031539",7,11.934
"E01031490",6,15.59
"E01031242",5,21.425
"E01032901",7,11.328
"E01031291",6,17.178
"E01024069",7,14.188
"E01024072",6,17.043
"E01024052",6,15.291
"E01024055",8,10.123
"E01023797",4,22.091
"E01023825",10,3.082
"E01023790",4,23.733
"E01023791",5,18.775
"E01023973",2,35.851
"E01024288",7,13.22
"E01023901",7,12.931
"E01023964",8,10.667
"E01024520",5,18.809
"E01024551",5,20.784
"E01024349",10,4.478
"E01030530",7,11.982
"E01014441",9,8.485
"E01030668",8,9.483
"E01014402",6,15.546
"E01030654",9,8.014
"E01032143",9,6.88
"E01014383",9,8.155
"E01032115",4,25.237
"E01024257",2,41.204
"E01024264",3,29.489
"E01024225",5,18.051
"E01024246",2,38.312
"E01014426",4,22.996
"E01014526",2,38.501
"E01030746",4,24.714
"E01013696",4,22.669
"E01013700",5,20.262
"E01014199",2,37.023
"E01014251",1,55.878
"E01014290",6,15.432
"E01014307",1,48.721
"E01013732",3,27.795
"E01013738",6,16.5
"E01014499",2,33.73
"E01014556",9,7.265
"E01013898",5,21.388
"E01014416",9,7.414
"E01014132",10,4.231
"E01014198",1,64.743
